,Unnamed: 0,index,block,trial_type,cue,stimulus_intensity,ITI,Event1Dur,ISI1,Event2Dur,ISI2,Event3Dur,ISI3,Event4Dur,cue_image,stim_num,same_diff,image_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,66,36,4,2.0,low_cue,med_stim,8.2,1.0,2.3,4.0,12.2,9.0,5.8,4.0,l053.png,43,same,43_100.jpg,8.2,9.2,11.5,15.5,27.7,36.7,42.5,46.5
1,42,37,4,3.0,low_cue,high_stim,2.2,1.0,1.2,4.0,2.7,9.0,5.8,4.0,l037.png,18,same,18_150.jpg,48.7,49.7,50.9,54.9,57.6,66.6,72.4,76.4
2,18,38,4,4.0,high_cue,low_stim,3.8,1.0,1.8,4.0,0.7,9.0,0.9,4.0,h015.png,35,same,35_50.jpg,80.2,81.2,83.0,87.0,87.7,96.7,97.6,101.6
3,30,39,4,5.0,high_cue,med_stim,12.8,1.0,1.1,4.0,7.5,9.0,5.8,4.0,h050.png,5,same,5_100.jpg,114.39999999999999,115.39999999999999,116.5,120.5,128.0,137.0,142.79999999999998,146.79999999999998
4,6,40,4,6.0,high_cue,high_stim,0.9,1.0,1.2,4.0,12.2,9.0,1.7,4.0,h009.png,11,diff,11_150_R.jpg,147.7,148.7,149.89999999999998,153.89999999999998,166.09999999999997,175.09999999999997,176.79999999999998,180.79999999999998
5,43,41,4,3.0,low_cue,high_stim,1.5,1.0,1.0,4.0,2.5,9.0,1.7,4.0,l012.png,29,diff,29_150_R.jpg,182.29999999999998,183.29999999999998,184.29999999999998,188.29999999999998,190.79999999999998,199.79999999999998,201.49999999999997,205.49999999999997
6,54,42,4,1.0,low_cue,low_stim,4.9,1.0,2.3,4.0,2.5,9.0,6.1,4.0,l046.png,44,diff,44_50_R.jpg,210.39999999999998,211.39999999999998,213.69999999999996,217.69999999999996,220.19999999999996,229.19999999999996,235.29999999999995,239.29999999999995
7,7,43,4,6.0,high_cue,high_stim,2.2,1.0,2.0,4.0,0.7,9.0,2.0,4.0,h032.png,47,diff,47_150_R.jpg,241.49999999999994,242.49999999999994,244.49999999999994,248.49999999999994,249.19999999999996,258.19999999999993,260.19999999999993,264.19999999999993
8,19,44,4,4.0,high_cue,low_stim,3.4,1.0,1.0,4.0,3.3,9.0,9.9,4.0,h011.png,44,same,44_50.jpg,267.5999999999999,268.5999999999999,269.5999999999999,273.5999999999999,276.8999999999999,285.8999999999999,295.79999999999995,299.79999999999995
9,67,45,4,2.0,low_cue,med_stim,1.5,1.0,1.2,4.0,1.3,9.0,9.2,4.0,l050.png,44,diff,44_100_R.jpg,301.29999999999995,302.29999999999995,303.49999999999994,307.49999999999994,308.79999999999995,317.79999999999995,326.99999999999994,330.99999999999994
10,55,46,4,1.0,low_cue,low_stim,4.3,1.0,1.2,4.0,5.9,9.0,4.7,4.0,l021.png,29,diff,29_50_R.jpg,335.29999999999995,336.29999999999995,337.49999999999994,341.49999999999994,347.3999999999999,356.3999999999999,361.09999999999997,365.0999999999999
11,31,47,4,5.0,high_cue,med_stim,8.2,1.0,1.8,4.0,2.5,9.0,0.6,4.0,h017.png,42,same,42_100.jpg,373.2999999999999,374.2999999999999,376.0999999999999,380.0999999999999,382.5999999999999,391.5999999999999,392.19999999999993,396.19999999999993
