,Unnamed: 0,index,block,trial_type,cue,stimulus_intensity,ITI,Event1Dur,ISI1,Event2Dur,ISI2,Event3Dur,ISI3,Event4Dur,cue_image,stim_num,same_diff,image_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,18,36,4,4.0,high_cue,low_stim,2.2,1.0,1.2,4.0,6.0,9.0,1.2,4.0,h025.png,44,diff,44_50_R.jpg,2.2,3.2,4.4,8.4,14.4,23.4,24.599999999999998,28.599999999999998
1,19,37,4,4.0,high_cue,low_stim,8.2,1.0,2.2,4.0,1.7,9.0,4.3,4.0,h006.png,9,diff,9_50_R.jpg,36.8,37.8,40.0,44.0,45.699999999999996,54.699999999999996,59.0,63.0
2,30,38,4,5.0,high_cue,med_stim,6.7,1.0,1.0,4.0,1.7,9.0,3.9,4.0,h035.png,24,same,24_100.jpg,69.7,70.7,71.7,75.7,77.4,86.4,90.3,94.3
3,66,39,4,2.0,low_cue,med_stim,8.2,1.0,1.0,4.0,1.7,9.0,1.2,4.0,l018.png,48,diff,48_100_R.jpg,102.5,103.5,104.5,108.5,110.19999999999999,119.19999999999999,120.39999999999999,124.39999999999999
4,6,40,4,6.0,high_cue,high_stim,2.2,1.0,2.9,4.0,11.6,9.0,5.2,4.0,h013.png,48,same,48_150.jpg,126.6,127.6,130.5,134.5,146.1,155.1,160.29999999999998,164.29999999999998
5,42,41,4,3.0,low_cue,high_stim,0.8,1.0,2.2,4.0,5.2,9.0,1.8,4.0,l056.png,34,same,34_150.jpg,165.1,166.1,168.29999999999998,172.29999999999998,177.49999999999997,186.49999999999997,188.29999999999998,192.29999999999998
6,7,42,4,6.0,high_cue,high_stim,5.4,1.0,1.0,4.0,6.4,9.0,4.8,4.0,h026.png,17,diff,17_150_R.jpg,197.7,198.7,199.7,203.7,210.1,219.1,223.89999999999998,227.89999999999998
7,31,43,4,5.0,high_cue,med_stim,6.3,1.0,2.2,4.0,5.2,9.0,4.3,4.0,h047.png,48,same,48_100.jpg,234.2,235.2,237.39999999999998,241.39999999999998,246.59999999999997,255.59999999999997,259.9,263.9
8,54,44,4,1.0,low_cue,low_stim,1.8,1.0,2.2,4.0,3.0,9.0,1.2,4.0,l004.png,44,same,44_50.jpg,265.7,266.7,268.9,272.9,275.9,284.9,286.09999999999997,290.09999999999997
9,43,45,4,3.0,low_cue,high_stim,3.5,1.0,0.9,4.0,4.4,9.0,4.3,4.0,l047.png,45,diff,45_150_R.jpg,293.59999999999997,294.59999999999997,295.49999999999994,299.49999999999994,303.9,312.9,317.2,321.2
10,55,46,4,1.0,low_cue,low_stim,6.7,1.0,0.7,4.0,3.6,9.0,16.8,4.0,l008.png,23,diff,23_50_R.jpg,327.9,328.9,329.59999999999997,333.59999999999997,337.2,346.2,363.0,367.0
11,67,47,4,2.0,low_cue,med_stim,2.2,1.0,0.6,4.0,3.6,9.0,5.0,4.0,l022.png,10,diff,10_100_R.jpg,369.2,370.2,370.8,374.8,378.4,387.4,392.4,396.4
