,Unnamed: 0,index,block,Trial type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,12,0,2,1.0,low_cue,low_stim,2.2,0.7,8.4,8.8,1.0,4.0,9.0,4.0,l019.png,106-nm106,nm106*L.mp4,nm106t1aaunaff_L.mp4,8.8,9.8,12.0,16.0,16.7,25.7,34.1,38.1
1,13,1,2,5.0,high_cue,med_stim,0.8,7.3,3.0,1.5,1.0,4.0,9.0,4.0,h053.png,080-bn080,bn080*M.mp4,bn080t1aeaff_M.mp4,39.6,40.6,41.4,45.4,52.7,61.7,64.7,68.7
2,14,2,2,4.0,high_cue,low_stim,2.2,1.7,4.5,2.7,1.0,4.0,9.0,4.0,h004.png,101-mg101,mg101*L.mp4,mg101t2afunaff_L.mp4,71.4,72.4,74.60000000000001,78.60000000000001,80.3,89.30000000000001,93.80000000000001,97.80000000000001
3,15,3,2,6.0,high_cue,high_stim,1.7,0.7,6.2,10.0,1.0,4.0,9.0,4.0,h001.png,106-nm106,nm106*H.mp4,nm106t1afaff_H.mp4,107.80000000000001,108.80000000000001,110.50000000000001,114.50000000000001,115.20000000000002,124.20000000000002,130.4,134.4
4,16,4,2,2.0,low_cue,med_stim,2.2,7.7,1.9,2.7,1.0,4.0,9.0,4.0,l036.png,096-bg096,bg096*M.mp4,bg096t2aaaff_M.mp4,137.1,138.1,140.3,144.3,152.0,161.0,162.9,166.9
5,17,5,2,3.0,low_cue,high_stim,1.4,7.1,6.6,11.6,1.0,4.0,9.0,4.0,l046.png,080-bn080,bn080*H.mp4,bn080t1afaff_H.mp4,178.5,179.5,180.9,184.9,192.0,201.0,207.60000000000002,211.60000000000002
6,18,6,2,2.0,low_cue,med_stim,1.6,11.1,1.7,1.7,1.0,4.0,9.0,4.0,l011.png,049-bm049,bm049*M.mp4,bm049t2aeaff_M.mp4,213.3,214.3,215.90000000000003,219.90000000000003,231.00000000000003,240.00000000000003,241.70000000000002,245.70000000000002
7,19,7,2,3.0,low_cue,high_stim,1.7,6.7,9.9,1.9,1.0,4.0,9.0,4.0,l016.png,109-ib109,ib109*H.mp4,ib109t1aiaff_H.mp4,247.60000000000002,248.60000000000002,250.3,254.3,261.0,270.0,279.90000000000003,283.90000000000003
8,20,8,2,4.0,high_cue,low_stim,0.8,1.6,4.1,1.0,1.0,4.0,9.0,4.0,h041.png,095-tv095,tv095*L.mp4,tv095t2aeunaff_L.mp4,284.90000000000003,285.90000000000003,286.70000000000005,290.70000000000005,292.3,301.3,305.40000000000003,309.40000000000003
9,21,9,2,6.0,high_cue,high_stim,1.6,1.6,2.3,5.8,1.0,4.0,9.0,4.0,h014.png,052-dr052,dr052*H.mp4,dr052t1aiaff_H.mp4,315.20000000000005,316.20000000000005,317.8,321.8,323.40000000000003,332.40000000000003,334.70000000000005,338.70000000000005
10,22,10,2,5.0,high_cue,med_stim,0.8,6.1,1.9,2.4,1.0,4.0,9.0,4.0,h051.png,106-nm106,nm106*M.mp4,nm106t2aaunaff_M.mp4,341.1,342.1,342.90000000000003,346.90000000000003,353.00000000000006,362.00000000000006,363.90000000000003,367.90000000000003
11,23,11,2,1.0,low_cue,low_stim,0.9,1.6,3.5,4.1,1.0,4.0,9.0,4.0,l025.png,052-dr052,dr052*L.mp4,dr052t1aeunaff_L.mp4,372.00000000000006,373.00000000000006,373.90000000000003,377.90000000000003,379.50000000000006,388.50000000000006,392.00000000000006,396.00000000000006
