,Unnamed: 0,index,block,Trial type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,12,0,2,1.0,low_cue,low_stim,0.8,0.6,5.7,11.4,1.0,4.0,9.0,4.0,l005.png,052-dr052,dr052*L.mp4,dr052t1aeunaff_L.mp4,11.4,12.4,13.200000000000001,17.200000000000003,17.800000000000004,26.800000000000004,32.50000000000001,36.50000000000001
1,13,1,2,2.0,low_cue,med_stim,2.0,0.6,6.5,1.3,1.0,4.0,9.0,4.0,l026.png,096-bg096,bg096*M.mp4,bg096t2aaaff_M.mp4,37.800000000000004,38.800000000000004,40.800000000000004,44.80000000000001,45.400000000000006,54.400000000000006,60.900000000000006,64.9
2,14,2,2,5.0,high_cue,med_stim,2.0,4.9,2.8,4.5,1.0,4.0,9.0,4.0,h052.png,048-aa048,aa048*M.mp4,aa048t2afunaff_M.mp4,69.4,70.4,72.4,76.4,81.30000000000001,90.30000000000001,93.10000000000001,97.10000000000001
3,15,3,2,3.0,low_cue,high_stim,0.9,3.4,3.2,9.1,1.0,4.0,9.0,4.0,l037.png,048-aa048,aa048*H.mp4,aa048t2aeaff_H.mp4,106.2,107.2,108.10000000000001,112.10000000000001,115.5,124.5,127.7,131.7
4,16,4,2,5.0,high_cue,med_stim,0.7,2.5,4.2,10.6,1.0,4.0,9.0,4.0,h013.png,052-dr052,dr052*M.mp4,dr052t2aaaff_M.mp4,142.29999999999998,143.29999999999998,144.0,148.0,150.5,159.5,163.7,167.7
5,17,5,2,3.0,low_cue,high_stim,2.1,2.2,4.8,0.9,1.0,4.0,9.0,4.0,l053.png,052-dr052,dr052*H.mp4,dr052t1aiaff_H.mp4,168.6,169.6,171.7,175.7,177.89999999999998,186.89999999999998,191.7,195.7
6,18,6,2,1.0,low_cue,low_stim,2.0,9.4,5.9,1.3,1.0,4.0,9.0,4.0,l047.png,047-jl047,jl047*L.mp4,jl047t1aaunaff_L.mp4,197.0,198.0,200.0,204.0,213.39999999999998,222.39999999999998,228.29999999999998,232.29999999999998
7,19,7,2,6.0,high_cue,high_stim,0.7,0.8,3.2,1.7,1.0,4.0,9.0,4.0,h003.png,106-nm106,nm106*H.mp4,nm106t1afaff_H.mp4,233.99999999999997,234.99999999999997,235.7,239.7,240.49999999999997,249.5,252.7,256.7
8,20,8,2,6.0,high_cue,high_stim,2.0,6.3,4.0,4.7,1.0,4.0,9.0,4.0,h029.png,096-bg096,bg096*H.mp4,bg096t1aeaff_H.mp4,261.4,262.4,264.4,268.4,274.7,283.7,287.7,291.7
9,21,9,2,4.0,high_cue,low_stim,1.8,14.7,2.2,3.9,1.0,4.0,9.0,4.0,h037.png,042-ll042,ll042*L.mp4,ll042t1aaunaff_L.mp4,295.59999999999997,296.59999999999997,298.4,302.4,317.09999999999997,326.09999999999997,328.3,332.3
10,22,10,2,4.0,high_cue,low_stim,1.9,0.8,6.7,0.9,1.0,4.0,9.0,4.0,h007.png,048-aa048,aa048*L.mp4,aa048t2aaunaff_L.mp4,333.2,334.2,336.1,340.1,340.90000000000003,349.90000000000003,356.6,360.6
11,23,11,2,2.0,low_cue,med_stim,0.9,7.6,5.0,3.6,1.0,4.0,9.0,4.0,l002.png,042-ll042,ll042*M.mp4,ll042t1afunaff_M.mp4,364.20000000000005,365.20000000000005,366.1,370.1,377.70000000000005,386.70000000000005,391.70000000000005,395.70000000000005
