,Unnamed: 0,index,block,trial_type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,12,0,2,2.0,low_cue,med_stim,2.3,4.4,1.7,2.9,1.0,4.0,9.0,4.0,l015.png,048-aa048,aa048*M.mp4,aa048t2afunaff_M.mp4,2.9,3.9,6.199999999999999,10.2,14.6,23.6,25.3,29.3
1,13,1,2,4.0,high_cue,low_stim,1.7,1.0,6.5,2.9,1.0,4.0,9.0,4.0,h026.png,066-mg066,mg066*L.mp4,mg066t2aeunaff_L.mp4,32.2,33.2,34.9,38.9,39.9,48.900000000000006,55.400000000000006,59.400000000000006
2,14,2,2,3.0,low_cue,high_stim,2.2,6.5,6.2,0.5,1.0,4.0,9.0,4.0,l026.png,109-ib109,ib109*H.mp4,ib109t1aiaff_H.mp4,59.900000000000006,60.900000000000006,63.10000000000001,67.10000000000001,73.60000000000001,82.60000000000001,88.80000000000001,92.80000000000001
3,15,3,2,5.0,high_cue,med_stim,1.3,2.2,1.2,0.5,1.0,4.0,9.0,4.0,h025.png,103-jk103,jk103*M.mp4,jk103t2aaunaff_M.mp4,93.30000000000001,94.30000000000001,95.60000000000001,99.60000000000001,101.80000000000001,110.80000000000001,112.00000000000001,116.00000000000001
4,16,4,2,2.0,low_cue,med_stim,1.7,2.7,6.2,12.8,1.0,4.0,9.0,4.0,l043.png,066-mg066,mg066*M.mp4,mg066t2aaunaff_M.mp4,128.8,129.8,131.5,135.5,138.20000000000002,147.20000000000002,153.4,157.4
5,17,5,2,3.0,low_cue,high_stim,1.3,9.1,0.8,3.2,1.0,4.0,9.0,4.0,l017.png,048-aa048,aa048*H.mp4,aa048t2aeaff_H.mp4,160.6,161.6,162.9,166.9,176.0,185.0,185.8,189.8
6,18,6,2,6.0,high_cue,high_stim,0.6,2.2,17.7,0.8,1.0,4.0,9.0,4.0,h003.png,047-jl047,jl047*H.mp4,jl047t1aiaff_H.mp4,190.60000000000002,191.60000000000002,192.20000000000002,196.20000000000002,198.4,207.4,225.10000000000002,229.10000000000002
7,19,7,2,1.0,low_cue,low_stim,0.6,1.9,2.0,2.5,1.0,4.0,9.0,4.0,l002.png,103-jk103,jk103*L.mp4,jk103t1aaunaff_L.mp4,231.60000000000002,232.60000000000002,233.20000000000002,237.20000000000002,239.10000000000002,248.10000000000002,250.10000000000002,254.10000000000002
8,20,8,2,1.0,low_cue,low_stim,0.9,9.1,7.9,2.2,1.0,4.0,9.0,4.0,l053.png,109-ib109,ib109*L.mp4,ib109t1aiunaff_L.mp4,256.3,257.3,258.20000000000005,262.20000000000005,271.3,280.3,288.20000000000005,292.20000000000005
9,21,9,2,4.0,high_cue,low_stim,2.2,1.9,1.7,12.8,1.0,4.0,9.0,4.0,h014.png,047-jl047,jl047*L.mp4,jl047t1aaunaff_L.mp4,305.00000000000006,306.00000000000006,308.20000000000005,312.20000000000005,314.1,323.1,324.80000000000007,328.80000000000007
10,22,10,2,5.0,high_cue,med_stim,0.9,6.7,1.5,9.1,1.0,4.0,9.0,4.0,h055.png,115-jy115,jy115*M.mp4,jy115t1aeaff_M.mp4,337.9000000000001,338.9000000000001,339.80000000000007,343.80000000000007,350.50000000000006,359.50000000000006,361.00000000000006,365.00000000000006
11,23,11,2,6.0,high_cue,high_stim,2.3,6.5,0.8,3.7,1.0,4.0,9.0,4.0,h038.png,095-tv095,tv095*H.mp4,tv095t1afaff_H.mp4,368.70000000000005,369.70000000000005,372.00000000000006,376.00000000000006,382.50000000000006,391.50000000000006,392.30000000000007,396.30000000000007
