,Unnamed: 0,Event1 onset,Event2 onset,Event3 onset,Event4 onset,trial_type,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue,stimulus_intensity,cue_image,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,0,0.0,5.7453,16.1818,32.2547,3.0,1.7,6.4,7.1,0.6,1.0,4.0,9.0,4.0,low_cue,high_stim,l022.png,0.6,1.6,3.3,7.3,13.7,22.7,29.799999999999997,33.8
1,1,36.8628,43.5346,52.0669,68.1397,5.0,2.1,4.5,9.4,9.4,1.0,4.0,9.0,4.0,high_cue,med_stim,h047.png,43.199999999999996,44.199999999999996,46.3,50.3,54.8,63.8,73.19999999999999,77.19999999999999
2,2,77.1385,83.8103,88.3242,97.8707,1.0,2.1,0.5,0.5,0.7,1.0,4.0,9.0,4.0,low_cue,low_stim,l014.png,77.89999999999999,78.89999999999999,80.99999999999999,84.99999999999999,85.49999999999999,94.49999999999999,94.99999999999999,98.99999999999999
3,3,102.5695,104.0826,108.873,124.6979,1.0,0.5,0.8,9.1,8.5,1.0,4.0,9.0,4.0,low_cue,low_stim,l042.png,107.49999999999999,108.49999999999999,108.99999999999999,112.99999999999999,113.79999999999998,122.79999999999998,131.89999999999998,135.89999999999998
4,4,132.7932,139.4651,147.1612,159.1757,4.0,2.1,3.7,3.0,5.1,1.0,4.0,9.0,4.0,high_cue,low_stim,h031.png,140.99999999999997,141.99999999999997,144.09999999999997,148.09999999999997,151.79999999999998,160.79999999999998,163.79999999999998,167.79999999999998
5,5,163.8745,165.8832,170.3971,179.9436,5.0,1.0,0.5,2.8,0.7,1.0,4.0,9.0,4.0,high_cue,med_stim,h003.png,168.49999999999997,169.49999999999997,170.49999999999997,174.49999999999997,174.99999999999997,183.99999999999997,186.79999999999998,190.79999999999998
6,6,184.6424,186.6285,197.5996,210.1592,4.0,1.0,7.0,3.6,7.5,1.0,4.0,9.0,4.0,high_cue,low_stim,h030.png,198.29999999999998,199.29999999999998,200.29999999999998,204.29999999999998,211.29999999999998,220.29999999999998,223.89999999999998,227.89999999999998
7,7,217.306,219.8375,231.8472,242.9108,3.0,1.5,8.0,2.1,4.1,1.0,4.0,9.0,4.0,low_cue,high_stim,l047.png,231.99999999999997,232.99999999999997,234.49999999999997,238.49999999999997,246.49999999999997,255.49999999999997,257.59999999999997,261.59999999999997
8,8,251.0062,257.678,269.6877,279.5332,2.0,2.1,5.7,3.1,0.7,1.0,4.0,9.0,4.0,low_cue,med_stim,l051.png,262.29999999999995,263.29999999999995,265.4,269.4,275.09999999999997,284.09999999999997,287.2,291.2
9,9,284.232,287.6475,302.4025,314.9621,2.0,0.9,7.7,3.6,1.5,1.0,4.0,9.0,4.0,low_cue,med_stim,l033.png,292.7,293.7,294.59999999999997,298.59999999999997,306.3,315.3,318.9,322.9
10,10,320.5016,326.2469,331.6262,341.1587,6.0,1.7,1.4,0.5,12.2,1.0,4.0,9.0,4.0,high_cue,high_stim,h037.png,335.09999999999997,336.09999999999997,337.79999999999995,341.79999999999995,343.2,352.2,352.7,356.7
11,11,352.9531,357.1284,371.8834,387.7083,6.0,1.2,7.7,9.1,3.1,1.0,4.0,9.0,4.0,high_cue,high_stim,h001.png,359.8,360.8,362.0,366.0,373.7,382.7,391.8,395.8
