,Unnamed: 0,index,block,Trial type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,12,0,2,2.0,low_cue,med_stim,1.0,2.0,5.2,2.9,1.0,4.0,9.0,4.0,l004.png,042-ll042,ll042*M.mp4,ll042t1afunaff_M.mp4,2.9,3.9,4.9,8.9,10.9,19.9,25.099999999999998,29.099999999999998
1,13,1,2,1.0,low_cue,low_stim,1.3,4.8,1.9,1.5,1.0,4.0,9.0,4.0,l029.png,066-mg066,mg066*L.mp4,mg066t2aeunaff_L.mp4,30.599999999999998,31.599999999999998,32.9,36.9,41.699999999999996,50.7,52.599999999999994,56.599999999999994
2,14,2,2,3.0,low_cue,high_stim,1.3,4.8,2.1,11.7,1.0,4.0,9.0,4.0,l043.png,097-gf097,gf097*H.mp4,gf097t2aaunaff_H.mp4,68.3,69.3,70.6,74.6,79.39999999999999,88.39999999999999,90.5,94.5
3,15,3,2,4.0,high_cue,low_stim,1.8,5.3,2.9,3.4,1.0,4.0,9.0,4.0,h017.png,048-aa048,aa048*L.mp4,aa048t2aaunaff_L.mp4,97.9,98.9,100.7,104.7,110.0,119.0,121.9,125.9
4,16,4,2,5.0,high_cue,med_stim,0.7,6.3,2.9,7.1,1.0,4.0,9.0,4.0,h040.png,108-th108,th108*M.mp4,th108t2aaunaff_M.mp4,133.0,134.0,134.70000000000002,138.70000000000002,145.0,154.0,156.9,160.9
5,17,5,2,6.0,high_cue,high_stim,0.8,2.6,2.9,6.9,1.0,4.0,9.0,4.0,h018.png,047-jl047,jl047*H.mp4,jl047t1aiaff_H.mp4,167.8,168.8,169.6,173.6,176.20000000000002,185.20000000000002,188.1,192.1
6,18,6,2,4.0,high_cue,low_stim,2.0,6.3,11.8,2.0,1.0,4.0,9.0,4.0,h024.png,042-ll042,ll042*L.mp4,ll042t1aaunaff_L.mp4,194.1,195.1,197.1,201.1,207.4,216.4,228.2,232.2
7,19,7,2,3.0,low_cue,high_stim,1.7,5.6,1.0,2.0,1.0,4.0,9.0,4.0,l002.png,048-aa048,aa048*H.mp4,aa048t2aeaff_H.mp4,234.2,235.2,236.89999999999998,240.89999999999998,246.5,255.5,256.5,260.5
8,20,8,2,6.0,high_cue,high_stim,2.0,1.9,9.5,5.0,1.0,4.0,9.0,4.0,h046.png,042-ll042,ll042*H.mp4,ll042t1aiaff_H.mp4,265.5,266.5,268.5,272.5,274.4,283.4,292.9,296.9
9,21,9,2,2.0,low_cue,med_stim,1.3,6.3,4.2,2.2,1.0,4.0,9.0,4.0,l008.png,115-jy115,jy115*M.mp4,jy115t1aeaff_M.mp4,299.09999999999997,300.09999999999997,301.4,305.4,311.7,320.7,324.9,328.9
10,22,10,2,5.0,high_cue,med_stim,2.0,6.3,5.4,2.2,1.0,4.0,9.0,4.0,h056.png,097-gf097,gf097*M.mp4,gf097t1aiaff_M.mp4,331.09999999999997,332.09999999999997,334.09999999999997,338.09999999999997,344.4,353.4,358.79999999999995,362.79999999999995
11,23,11,2,1.0,low_cue,low_stim,2.0,1.9,4.3,6.9,1.0,4.0,9.0,4.0,l032.png,115-jy115,jy115*L.mp4,jy115t1aaunaff_L.mp4,369.69999999999993,370.69999999999993,372.69999999999993,376.69999999999993,378.59999999999997,387.59999999999997,391.9,395.9
