,Unnamed: 0,Event1 onset,Event2 onset,Event3 onset,Event4 onset,Trial type,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue,stimulus_intensity,cue_image,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,0,0.0,3.2109,7.8348,20.8438,1.0,0.8,4.7,4.0,10.6,1.0,4.0,9.0,4.0,low_cue,low_stim,l049.png,10.6,11.6,12.4,16.4,21.099999999999998,30.099999999999998,34.099999999999994,38.099999999999994
1,1,35.4753,41.9733,46.5972,60.4263,2.0,2.0,4.7,6.5,2.1,1.0,4.0,9.0,4.0,low_cue,med_stim,l032.png,40.199999999999996,41.199999999999996,43.199999999999996,47.199999999999996,51.89999999999999,60.89999999999999,67.39999999999999,71.39999999999999
2,2,65.6977,72.1957,76.9562,88.7881,5.0,2.0,0.8,4.5,4.5,1.0,4.0,9.0,4.0,high_cue,med_stim,h030.png,75.89999999999999,76.89999999999999,78.89999999999999,82.89999999999999,83.69999999999999,92.69999999999999,97.19999999999999,101.19999999999999
3,3,96.5074,100.0391,107.3975,119.62,3.0,0.9,3.4,4.9,9.9,1.0,4.0,9.0,4.0,low_cue,high_stim,l004.png,111.1,112.1,112.99999999999999,116.99999999999999,120.39999999999999,129.39999999999998,134.29999999999998,138.29999999999998
4,4,132.6909,134.3414,140.8006,154.0304,5.0,0.7,2.5,4.2,10.6,1.0,4.0,9.0,4.0,high_cue,med_stim,h049.png,148.89999999999998,149.89999999999998,150.6,154.59999999999997,157.09999999999997,166.09999999999997,170.29999999999998,174.29999999999998
5,5,168.662,171.7673,178.0058,190.0937,3.0,2.1,2.2,4.8,1.7,1.0,4.0,9.0,4.0,low_cue,high_stim,l024.png,175.99999999999997,176.99999999999997,179.1,183.1,185.29999999999998,194.29999999999998,199.1,203.1
6,6,195.0269,201.5249,210.8671,224.097,1.0,2.0,5.3,4.2,1.3,1.0,4.0,9.0,4.0,low_cue,low_stim,l050.png,204.4,205.4,207.4,211.4,216.7,225.7,229.9,233.9
7,7,229.3683,231.0189,235.7794,248.0019,6.0,0.7,4.9,3.2,0.9,1.0,4.0,9.0,4.0,high_cue,high_stim,h047.png,234.8,235.8,236.5,240.5,245.4,254.4,257.6,261.6
8,8,252.9352,259.4331,265.6716,278.6806,6.0,2.0,2.2,5.7,3.9,1.0,4.0,9.0,4.0,high_cue,high_stim,h054.png,265.5,266.5,268.5,272.5,274.70000000000005,283.70000000000005,289.40000000000003,293.40000000000003
9,9,286.6133,292.4852,307.0462,318.1974,4.0,1.8,10.6,2.2,3.9,1.0,4.0,9.0,4.0,high_cue,low_stim,h027.png,297.3,298.3,300.1,304.1,314.70000000000005,323.70000000000005,325.90000000000003,329.90000000000003
10,10,326.13,332.2622,337.0227,351.069,4.0,1.9,4.9,5.0,0.9,1.0,4.0,9.0,4.0,high_cue,low_stim,h046.png,330.8,331.8,333.70000000000005,337.70000000000005,342.6,351.6,356.6,360.6
11,11,356.0022,359.534,367.0738,381.1201,2.0,0.9,7.6,5.0,3.6,1.0,4.0,9.0,4.0,low_cue,med_stim,l015.png,364.20000000000005,365.20000000000005,366.1,370.1,377.70000000000005,386.70000000000005,391.70000000000005,395.70000000000005
