,Unnamed: 0,index,block,trial_type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,0,0,1,1.0,low_cue,low_stim,0.8,4.7,4.0,10.6,1.0,4.0,9.0,4.0,l053.png,097-gf097,gf097*L.mp4,gf097t2aiunaff_L.mp4,10.6,11.6,12.4,16.4,21.099999999999998,30.099999999999998,34.099999999999994,38.099999999999994
1,1,1,1,2.0,low_cue,med_stim,2.0,4.7,6.5,2.1,1.0,4.0,9.0,4.0,l048.png,107-hs107,hs107*M.mp4,hs107t2aaaff_M.mp4,40.199999999999996,41.199999999999996,43.199999999999996,47.199999999999996,51.89999999999999,60.89999999999999,67.39999999999999,71.39999999999999
2,2,2,1,5.0,high_cue,med_stim,2.0,0.8,4.5,4.5,1.0,4.0,9.0,4.0,h042.png,080-bn080,bn080*M.mp4,bn080t1aeaff_M.mp4,75.89999999999999,76.89999999999999,78.89999999999999,82.89999999999999,83.69999999999999,92.69999999999999,97.19999999999999,101.19999999999999
3,3,3,1,3.0,low_cue,high_stim,0.9,3.4,4.9,9.9,1.0,4.0,9.0,4.0,l036.png,097-gf097,gf097*H.mp4,gf097t2aaunaff_H.mp4,111.1,112.1,112.99999999999999,116.99999999999999,120.39999999999999,129.39999999999998,134.29999999999998,138.29999999999998
4,4,4,1,5.0,high_cue,med_stim,0.7,2.5,4.2,10.6,1.0,4.0,9.0,4.0,h048.png,121-vw121,vw121*M.mp4,vw121t1aiaff_M.mp4,148.89999999999998,149.89999999999998,150.6,154.59999999999997,157.09999999999997,166.09999999999997,170.29999999999998,174.29999999999998
5,5,5,1,3.0,low_cue,high_stim,2.1,2.2,4.8,1.7,1.0,4.0,9.0,4.0,l016.png,107-hs107,hs107*H.mp4,hs107t1afaff_H.mp4,175.99999999999997,176.99999999999997,179.1,183.1,185.29999999999998,194.29999999999998,199.1,203.1
6,6,6,1,1.0,low_cue,low_stim,2.0,5.3,4.2,1.3,1.0,4.0,9.0,4.0,l001.png,107-hs107,hs107*L.mp4,hs107t2aeunaff_L.mp4,204.4,205.4,207.4,211.4,216.7,225.7,229.9,233.9
7,7,7,1,6.0,high_cue,high_stim,0.7,4.9,3.2,0.9,1.0,4.0,9.0,4.0,h006.png,120-kz120,kz120*H.mp4,kz120t2aaaff_H.mp4,234.8,235.8,236.5,240.5,245.4,254.4,257.6,261.6
8,8,8,1,6.0,high_cue,high_stim,2.0,2.2,5.7,3.9,1.0,4.0,9.0,4.0,h027.png,108-th108,th108*H.mp4,th108t1aeaff_H.mp4,265.5,266.5,268.5,272.5,274.70000000000005,283.70000000000005,289.40000000000003,293.40000000000003
9,9,9,1,4.0,high_cue,low_stim,1.8,10.6,2.2,3.9,1.0,4.0,9.0,4.0,h049.png,108-th108,th108*L.mp4,th108t1aaunaff_L.mp4,297.3,298.3,300.1,304.1,314.70000000000005,323.70000000000005,325.90000000000003,329.90000000000003
10,10,10,1,4.0,high_cue,low_stim,1.9,4.9,5.0,0.9,1.0,4.0,9.0,4.0,h018.png,080-bn080,bn080*L.mp4,bn080t1afunaff_L.mp4,330.8,331.8,333.70000000000005,337.70000000000005,342.6,351.6,356.6,360.6
11,11,11,1,2.0,low_cue,med_stim,0.9,7.6,5.0,3.6,1.0,4.0,9.0,4.0,l049.png,108-th108,th108*M.mp4,th108t2aaunaff_M.mp4,364.20000000000005,365.20000000000005,366.1,370.1,377.70000000000005,386.70000000000005,391.70000000000005,395.70000000000005
