,Unnamed: 0,Event1 onset,Event2 onset,Event3 onset,Event4 onset,trial_type,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue,stimulus_intensity,cue_image,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,0,0.0,3.2046,10.7359,29.0428,4.0,0.9,7.3,9.3,5.3,1.0,4.0,9.0,4.0,high_cue,low_stim,h044.png,5.3,6.3,7.2,11.2,18.5,27.5,36.8,40.8
1,1,38.3192,43.3435,51.5072,68.4571,2.0,1.6,8.0,7.9,8.8,1.0,4.0,9.0,4.0,low_cue,med_stim,l015.png,49.599999999999994,50.599999999999994,52.199999999999996,56.199999999999996,64.19999999999999,73.19999999999999,81.1,85.1
2,2,77.7335,80.6471,88.1784,100.4479,6.0,1.9,3.5,3.8,5.3,1.0,4.0,9.0,4.0,high_cue,high_stim,h032.png,90.39999999999999,91.39999999999999,93.3,97.3,100.8,109.8,113.6,117.6
3,3,109.7243,116.5523,122.5302,132.7835,3.0,2.3,2.0,1.3,3.0,1.0,4.0,9.0,4.0,low_cue,high_stim,l021.png,120.6,121.6,123.89999999999999,127.89999999999999,129.9,138.9,140.2,144.2
4,4,139.8278,142.7414,150.9051,163.0089,4.0,0.8,8.0,3.6,4.3,1.0,4.0,9.0,4.0,high_cue,low_stim,h010.png,148.5,149.5,150.29999999999998,154.29999999999998,162.29999999999998,171.29999999999998,174.89999999999998,178.89999999999998
5,5,167.8363,171.7656,177.7435,188.7726,5.0,1.1,2.0,2.0,6.7,1.0,4.0,9.0,4.0,high_cue,med_stim,h004.png,185.59999999999997,186.59999999999997,187.7,191.7,193.7,202.7,204.7,208.7
6,6,195.9363,199.8656,207.7291,218.7583,3.0,1.1,3.9,2.0,6.7,1.0,4.0,9.0,4.0,low_cue,high_stim,l044.png,215.39999999999998,216.39999999999998,217.5,221.5,225.39999999999998,234.39999999999998,236.39999999999998,240.39999999999998
7,7,225.922,230.6223,237.6236,249.7274,5.0,1.5,3.0,3.6,3.0,1.0,4.0,9.0,4.0,high_cue,med_stim,h049.png,243.39999999999998,244.39999999999998,245.89999999999998,249.89999999999998,252.89999999999998,261.9,265.5,269.5
8,8,256.7717,263.1637,269.153,283.8063,1.0,2.1,5.8,5.7,5.3,1.0,4.0,9.0,4.0,low_cue,low_stim,l056.png,274.8,275.8,277.9,281.9,287.7,296.7,302.4,306.4
9,9,293.0827,295.3407,301.3186,313.5881,1.0,1.3,2.0,3.8,0.5,1.0,4.0,9.0,4.0,low_cue,low_stim,l001.png,306.9,307.9,309.2,313.2,315.2,324.2,328.0,332.0
10,10,318.1266,324.5186,331.0085,345.3355,6.0,2.1,6.3,5.3,4.4,1.0,4.0,9.0,4.0,high_cue,high_stim,h022.png,336.4,337.4,339.5,343.5,349.8,358.8,364.1,368.1
11,11,350.1976,352.4556,358.4449,372.7719,2.0,1.3,2.0,5.8,0.8,1.0,4.0,9.0,4.0,low_cue,med_stim,l033.png,368.90000000000003,369.90000000000003,371.20000000000005,375.20000000000005,377.20000000000005,386.20000000000005,392.0,396.0
