,Unnamed: 0,index,block,trial_type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,12,0,2,4.0,high_cue,low_stim,1.4,4.6,2.4,1.9,1.0,4.0,9.0,4.0,h003.png,049-bm049,bm049*L.mp4,bm049t1afaff_L.mp4,1.9,2.9,4.3,8.3,12.9,21.9,24.299999999999997,28.299999999999997
1,13,1,2,1.0,low_cue,low_stim,0.8,1.1,4.2,1.9,1.0,4.0,9.0,4.0,l016.png,080-bn080,bn080*L.mp4,bn080t1afunaff_L.mp4,30.199999999999996,31.199999999999996,31.999999999999996,36.0,37.099999999999994,46.099999999999994,50.3,54.3
2,14,2,2,2.0,low_cue,med_stim,1.1,2.6,2.6,0.9,1.0,4.0,9.0,4.0,l053.png,049-bm049,bm049*M.mp4,bm049t2aeaff_M.mp4,55.199999999999996,56.199999999999996,57.3,61.3,63.9,72.9,75.5,79.5
3,15,3,2,3.0,low_cue,high_stim,2.1,9.4,2.3,1.1,1.0,4.0,9.0,4.0,l009.png,049-bm049,bm049*H.mp4,bm049t2aeunaff_H.mp4,80.6,81.6,83.7,87.7,97.1,106.1,108.4,112.4
4,16,4,2,5.0,high_cue,med_stim,1.4,1.4,2.3,0.6,1.0,4.0,9.0,4.0,h050.png,124-dn124,dn124*M.mp4,dn124t1aeunaff_M.mp4,113.0,114.0,115.4,119.4,120.80000000000001,129.8,132.1,136.1
5,17,5,2,6.0,high_cue,high_stim,1.1,5.5,1.4,0.7,1.0,4.0,9.0,4.0,h010.png,080-bn080,bn080*H.mp4,bn080t1afaff_H.mp4,136.79999999999998,137.79999999999998,138.9,142.9,148.4,157.4,158.79999999999998,162.79999999999998
6,18,6,2,4.0,high_cue,low_stim,1.1,6.8,12.2,2.0,1.0,4.0,9.0,4.0,h042.png,097-gf097,gf097*L.mp4,gf097t2aiunaff_L.mp4,164.79999999999998,165.79999999999998,166.89999999999998,170.89999999999998,177.7,186.7,198.89999999999998,202.89999999999998
7,19,7,2,6.0,high_cue,high_stim,1.1,5.1,5.6,7.7,1.0,4.0,9.0,4.0,h046.png,042-ll042,ll042*H.mp4,ll042t1aiaff_H.mp4,210.59999999999997,211.59999999999997,212.7,216.7,221.79999999999998,230.79999999999998,236.39999999999998,240.39999999999998
8,20,8,2,1.0,low_cue,low_stim,2.1,4.6,4.3,0.9,1.0,4.0,9.0,4.0,l046.png,108-th108,th108*L.mp4,th108t1aaunaff_L.mp4,241.29999999999998,242.29999999999998,244.39999999999998,248.39999999999998,252.99999999999997,262.0,266.29999999999995,270.29999999999995
9,21,9,2,2.0,low_cue,med_stim,2.1,1.1,4.2,2.0,1.0,4.0,9.0,4.0,l026.png,108-th108,th108*M.mp4,th108t2aaunaff_M.mp4,272.29999999999995,273.29999999999995,275.4,279.4,280.49999999999994,289.49999999999994,293.69999999999993,297.69999999999993
10,22,10,2,3.0,low_cue,high_stim,1.4,5.6,2.7,17.1,1.0,4.0,9.0,4.0,l005.png,052-dr052,dr052*H.mp4,dr052t1aiaff_H.mp4,314.79999999999995,315.79999999999995,317.19999999999993,321.19999999999993,326.79999999999995,335.79999999999995,338.49999999999994,342.49999999999994
11,23,11,2,5.0,high_cue,med_stim,2.1,6.1,9.6,17.0,1.0,4.0,9.0,4.0,h029.png,052-dr052,dr052*M.mp4,dr052t2aaaff_M.mp4,359.49999999999994,360.49999999999994,362.59999999999997,366.59999999999997,372.69999999999993,381.69999999999993,391.29999999999995,395.29999999999995
