,Unnamed: 0,index,block,trial_type,cue,stimulus_intensity,ITI,Event1Dur,ISI1,Event2Dur,ISI2,Event3Dur,ISI3,Event4Dur,cue_image,stim_num,same_diff,image_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,32,48,5,5.0,high_cue,med_stim,7.0,1.0,1.7,4.0,5.7,9.0,1.8,4.0,h051.png,14,same,14_100.jpg,7.0,8.0,9.7,13.7,19.4,28.4,30.2,34.2
1,8,49,5,6.0,high_cue,high_stim,4.5,1.0,0.5,4.0,2.1,9.0,1.4,4.0,h023.png,28,same,28_150.jpg,38.7,39.7,40.2,44.2,46.300000000000004,55.300000000000004,56.7,60.7
2,44,50,5,3.0,low_cue,high_stim,3.9,1.0,1.1,4.0,2.2,9.0,2.8,4.0,l013.png,28,diff,28_150_R.jpg,64.60000000000001,65.60000000000001,66.7,70.7,72.9,81.9,84.7,88.7
3,20,51,5,4.0,high_cue,low_stim,5.3,1.0,2.9,4.0,4.2,9.0,1.4,4.0,h006.png,44,diff,44_50_R.jpg,94.0,95.0,97.9,101.9,106.1,115.1,116.5,120.5
4,33,52,5,5.0,high_cue,med_stim,5.1,1.0,2.9,4.0,8.7,9.0,2.8,4.0,h003.png,27,same,27_100.jpg,125.6,126.6,129.5,133.5,142.2,151.2,154.0,158.0
5,56,53,5,1.0,low_cue,low_stim,10.2,1.0,2.9,4.0,0.9,9.0,2.9,4.0,l012.png,22,diff,22_50_R.jpg,168.2,169.2,172.1,176.1,177.0,186.0,188.9,192.9
6,68,54,5,2.0,low_cue,med_stim,2.6,1.0,0.5,4.0,4.3,9.0,11.8,4.0,l055.png,27,diff,27_100_R.jpg,195.5,196.5,197.0,201.0,205.3,214.3,226.10000000000002,230.10000000000002
7,69,55,5,2.0,low_cue,med_stim,2.0,1.0,1.1,4.0,3.3,9.0,2.9,4.0,l005.png,28,diff,28_100_R.jpg,232.10000000000002,233.10000000000002,234.20000000000002,238.20000000000002,241.50000000000003,250.50000000000003,253.40000000000003,257.40000000000003
8,9,56,5,6.0,high_cue,high_stim,2.0,1.0,1.7,4.0,3.3,9.0,4.6,4.0,h040.png,26,same,26_150.jpg,259.40000000000003,260.40000000000003,262.1,266.1,269.40000000000003,278.40000000000003,283.00000000000006,287.00000000000006
9,57,57,5,1.0,low_cue,low_stim,1.3,1.0,1.2,4.0,8.7,9.0,8.0,4.0,l019.png,27,diff,27_50_R.jpg,288.30000000000007,289.30000000000007,290.50000000000006,294.50000000000006,303.20000000000005,312.20000000000005,320.20000000000005,324.20000000000005
10,21,58,5,4.0,high_cue,low_stim,9.6,1.0,0.7,4.0,9.7,9.0,6.1,4.0,h022.png,7,diff,7_50_R.jpg,333.80000000000007,334.80000000000007,335.50000000000006,339.50000000000006,349.20000000000005,358.20000000000005,364.30000000000007,368.30000000000007
11,45,59,5,3.0,low_cue,high_stim,0.5,1.0,0.8,4.0,0.9,9.0,7.5,4.0,l035.png,19,same,19_150.jpg,368.80000000000007,369.80000000000007,370.6000000000001,374.6000000000001,375.50000000000006,384.50000000000006,392.00000000000006,396.00000000000006
