,Unnamed: 0,index,block,trial_type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,12,0,2,6.0,high_cue,high_stim,1.9,1.1,4.4,8.5,1.0,4.0,9.0,4.0,h042.png,080-bn080,bn080*H.mp4,bn080t1afaff_H.mp4,8.5,9.5,11.4,15.4,16.5,25.5,29.9,33.9
1,13,1,2,3.0,low_cue,high_stim,1.9,8.2,2.3,7.6,1.0,4.0,9.0,4.0,l003.png,121-vw121,vw121*H.mp4,vw121t1aaaff_H.mp4,41.5,42.5,44.4,48.4,56.599999999999994,65.6,67.9,71.9
2,14,2,2,6.0,high_cue,high_stim,2.0,2.3,1.6,6.0,1.0,4.0,9.0,4.0,h018.png,101-mg101,mg101*H.mp4,mg101t2aeaff_H.mp4,77.9,78.9,80.9,84.9,87.2,96.2,97.80000000000001,101.80000000000001
3,15,3,2,2.0,low_cue,med_stim,0.8,1.1,4.6,1.0,1.0,4.0,9.0,4.0,l014.png,101-mg101,mg101*M.mp4,mg101t2aeunaff_M.mp4,102.80000000000001,103.80000000000001,104.60000000000001,108.60000000000001,109.70000000000002,118.70000000000002,123.30000000000001,127.30000000000001
4,16,4,2,4.0,high_cue,low_stim,0.8,6.3,4.6,3.7,1.0,4.0,9.0,4.0,h003.png,096-bg096,bg096*L.mp4,bg096t2afunaff_L.mp4,131.0,132.0,132.8,136.8,143.10000000000002,152.10000000000002,156.70000000000002,160.70000000000002
5,17,5,2,5.0,high_cue,med_stim,1.9,8.5,2.8,6.0,1.0,4.0,9.0,4.0,h049.png,109-ib109,ib109*M.mp4,ib109t1afaff_M.mp4,166.70000000000002,167.70000000000002,169.60000000000002,173.60000000000002,182.10000000000002,191.10000000000002,193.9,197.9
6,18,6,2,3.0,low_cue,high_stim,1.9,5.1,3.0,3.7,1.0,4.0,9.0,4.0,l013.png,092-ch092,ch092*H.mp4,ch092t2aiaff_H.mp4,201.6,202.6,204.5,208.5,213.6,222.6,225.6,229.6
7,19,7,2,4.0,high_cue,low_stim,0.9,2.7,3.8,1.9,1.0,4.0,9.0,4.0,h028.png,101-mg101,mg101*L.mp4,mg101t2afunaff_L.mp4,231.5,232.5,233.4,237.4,240.1,249.1,252.9,256.9
8,20,8,2,1.0,low_cue,low_stim,0.8,6.3,1.2,7.0,1.0,4.0,9.0,4.0,l010.png,109-ib109,ib109*L.mp4,ib109t1aiunaff_L.mp4,263.9,264.9,265.7,269.7,276.0,285.0,286.2,290.2
9,21,9,2,5.0,high_cue,med_stim,1.5,4.6,2.3,1.8,1.0,4.0,9.0,4.0,h038.png,103-jk103,jk103*M.mp4,jk103t2aaunaff_M.mp4,292.0,293.0,294.5,298.5,303.09999999999997,312.09999999999997,314.4,318.4
10,22,10,2,2.0,low_cue,med_stim,1.9,6.9,11.6,5.9,1.0,4.0,9.0,4.0,l016.png,049-bm049,bm049*M.mp4,bm049t2aeaff_M.mp4,324.29999999999995,325.29999999999995,327.2,331.2,338.09999999999997,347.09999999999997,358.7,362.7
11,23,11,2,1.0,low_cue,low_stim,1.9,0.8,11.6,1.0,1.0,4.0,9.0,4.0,l034.png,080-bn080,bn080*L.mp4,bn080t1afunaff_L.mp4,363.7,364.7,366.59999999999997,370.59999999999997,371.4,380.4,392.0,396.0
