,Unnamed: 0,index,block,Trial type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,0,0,1,1.0,low_cue,low_stim,0.7,4.8,1.0,7.8,1.0,4.0,9.0,4.0,l009.png,047-jl047,jl047*L.mp4,jl047t1aaunaff_L.mp4,7.8,8.8,9.5,13.5,18.3,27.3,28.3,32.3
1,1,1,1,2.0,low_cue,med_stim,1.3,1.8,3.5,0.6,1.0,4.0,9.0,4.0,l046.png,080-bn080,bn080*M.mp4,bn080t1aeaff_M.mp4,32.9,33.9,35.199999999999996,39.199999999999996,41.0,50.0,53.5,57.5
2,2,2,1,1.0,low_cue,low_stim,1.9,4.0,5.1,1.0,1.0,4.0,9.0,4.0,l033.png,043-jh043,jh043*L.mp4,jh043t2aaunaff_L.mp4,58.5,59.5,61.4,65.4,69.4,78.4,83.5,87.5
3,3,3,1,3.0,low_cue,high_stim,1.4,2.1,3.5,1.0,1.0,4.0,9.0,4.0,l027.png,066-mg066,mg066*H.mp4,mg066t1aaaff_H.mp4,88.5,89.5,90.9,94.9,97.0,106.0,109.5,113.5
4,4,4,1,5.0,high_cue,med_stim,1.9,4.9,2.0,3.7,1.0,4.0,9.0,4.0,h051.png,109-ib109,ib109*M.mp4,ib109t1afaff_M.mp4,117.2,118.2,120.1,124.1,129.0,138.0,140.0,144.0
5,5,5,1,6.0,high_cue,high_stim,0.9,8.0,7.4,7.1,1.0,4.0,9.0,4.0,h045.png,043-jh043,jh043*H.mp4,jh043t2aeaff_H.mp4,151.1,152.1,153.0,157.0,165.0,174.0,181.4,185.4
6,6,6,1,5.0,high_cue,med_stim,1.8,3.2,1.0,6.0,1.0,4.0,9.0,4.0,h041.png,121-vw121,vw121*M.mp4,vw121t1aiaff_M.mp4,191.4,192.4,194.20000000000002,198.20000000000002,201.4,210.4,211.4,215.4
7,7,7,1,4.0,high_cue,low_stim,1.9,6.4,1.2,1.0,1.0,4.0,9.0,4.0,h014.png,096-bg096,bg096*L.mp4,bg096t2afunaff_L.mp4,216.4,217.4,219.3,223.3,229.70000000000002,238.70000000000002,239.9,243.9
8,8,8,1,4.0,high_cue,low_stim,1.4,6.9,7.1,4.7,1.0,4.0,9.0,4.0,h043.png,080-bn080,bn080*L.mp4,bn080t1afunaff_L.mp4,248.6,249.6,251.0,255.0,261.9,270.9,278.0,282.0
9,9,9,1,6.0,high_cue,high_stim,2.2,3.0,6.3,1.0,1.0,4.0,9.0,4.0,h013.png,080-bn080,bn080*H.mp4,bn080t1afaff_H.mp4,283.0,284.0,286.2,290.2,293.2,302.2,308.5,312.5
10,10,10,1,2.0,low_cue,med_stim,0.9,8.3,3.9,10.9,1.0,4.0,9.0,4.0,l040.png,066-mg066,mg066*M.mp4,mg066t2aaunaff_M.mp4,323.4,324.4,325.3,329.3,337.6,346.6,350.5,354.5
11,11,11,1,3.0,low_cue,high_stim,1.8,0.6,12.0,9.1,1.0,4.0,9.0,4.0,l051.png,109-ib109,ib109*H.mp4,ib109t1aiaff_H.mp4,363.6,364.6,366.4,370.4,371.0,380.0,392.0,396.0
