,Unnamed: 0,Event1 onset,Event2 onset,Event3 onset,Event4 onset,trial_type,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue,stimulus_intensity,cue_image,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,0,0.0,3.2109,7.8348,20.8438,1.0,0.8,0.6,5.7,11.4,1.0,4.0,9.0,4.0,low_cue,low_stim,l034.png,11.4,12.4,13.200000000000001,17.200000000000003,17.800000000000004,26.800000000000004,32.50000000000001,36.50000000000001
1,1,35.4753,41.9733,46.5972,60.4263,2.0,2.0,0.6,6.5,1.3,1.0,4.0,9.0,4.0,low_cue,med_stim,l003.png,37.800000000000004,38.800000000000004,40.800000000000004,44.80000000000001,45.400000000000006,54.400000000000006,60.900000000000006,64.9
2,2,65.6977,72.1957,76.9562,88.7881,5.0,2.0,4.9,2.8,4.5,1.0,4.0,9.0,4.0,high_cue,med_stim,h040.png,69.4,70.4,72.4,76.4,81.30000000000001,90.30000000000001,93.10000000000001,97.10000000000001
3,3,96.5074,100.0391,107.3975,119.62,3.0,0.9,3.4,3.2,9.1,1.0,4.0,9.0,4.0,low_cue,high_stim,l049.png,106.2,107.2,108.10000000000001,112.10000000000001,115.5,124.5,127.7,131.7
4,4,132.6909,134.3414,140.8006,154.0304,5.0,0.7,2.5,4.2,10.6,1.0,4.0,9.0,4.0,high_cue,med_stim,h047.png,142.29999999999998,143.29999999999998,144.0,148.0,150.5,159.5,163.7,167.7
5,5,168.662,171.7673,178.0058,190.0937,3.0,2.1,2.2,4.8,0.9,1.0,4.0,9.0,4.0,low_cue,high_stim,l004.png,168.6,169.6,171.7,175.7,177.89999999999998,186.89999999999998,191.7,195.7
6,6,195.0269,201.5249,210.8671,224.097,1.0,2.0,9.4,5.9,1.3,1.0,4.0,9.0,4.0,low_cue,low_stim,l038.png,197.0,198.0,200.0,204.0,213.39999999999998,222.39999999999998,228.29999999999998,232.29999999999998
7,7,229.3683,231.0189,235.7794,248.0019,6.0,0.7,0.8,3.2,1.7,1.0,4.0,9.0,4.0,high_cue,high_stim,h015.png,233.99999999999997,234.99999999999997,235.7,239.7,240.49999999999997,249.5,252.7,256.7
8,8,252.9352,259.4331,265.6716,278.6806,6.0,2.0,6.3,4.0,4.7,1.0,4.0,9.0,4.0,high_cue,high_stim,h039.png,261.4,262.4,264.4,268.4,274.7,283.7,287.7,291.7
9,9,286.6133,292.4852,307.0462,318.1974,4.0,1.8,14.7,2.2,3.9,1.0,4.0,9.0,4.0,high_cue,low_stim,h028.png,295.59999999999997,296.59999999999997,298.4,302.4,317.09999999999997,326.09999999999997,328.3,332.3
10,10,326.13,332.2622,337.0227,351.069,4.0,1.9,0.8,6.7,0.9,1.0,4.0,9.0,4.0,high_cue,low_stim,h009.png,333.2,334.2,336.1,340.1,340.90000000000003,349.90000000000003,356.6,360.6
11,11,356.0022,359.534,367.0738,381.1201,2.0,0.9,7.6,5.0,3.6,1.0,4.0,9.0,4.0,low_cue,med_stim,l007.png,364.20000000000005,365.20000000000005,366.1,370.1,377.70000000000005,386.70000000000005,391.70000000000005,395.70000000000005
