,Unnamed: 0,index,block,trial_type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,0,0,1,4.0,high_cue,low_stim,1.2,4.7,5.2,1.1,1.0,4.0,9.0,4.0,h050.png,049-bm049,bm049*L.mp4,bm049t1afaff_L.mp4,1.1,2.1,3.3,7.3,12.0,21.0,26.2,30.2
1,1,1,1,2.0,low_cue,med_stim,1.4,7.8,3.1,0.6,1.0,4.0,9.0,4.0,l018.png,121-vw121,vw121*M.mp4,vw121t1aiaff_M.mp4,30.8,31.8,33.2,37.2,45.0,54.0,57.1,61.1
2,2,2,1,4.0,high_cue,low_stim,1.2,0.6,1.5,1.2,1.0,4.0,9.0,4.0,h046.png,092-ch092,ch092*L.mp4,ch092t2aeaff_L.mp4,62.300000000000004,63.300000000000004,64.5,68.5,69.1,78.1,79.6,83.6
3,3,3,1,2.0,low_cue,med_stim,2.5,9.0,6.2,1.1,1.0,4.0,9.0,4.0,l051.png,080-bn080,bn080*M.mp4,bn080t1aeaff_M.mp4,84.69999999999999,85.69999999999999,88.19999999999999,92.19999999999999,101.19999999999999,110.19999999999999,116.4,120.4
4,4,4,1,6.0,high_cue,high_stim,0.7,0.6,6.2,1.1,1.0,4.0,9.0,4.0,h024.png,096-bg096,bg096*H.mp4,bg096t1aeaff_H.mp4,121.5,122.5,123.2,127.2,127.80000000000001,136.8,143.0,147.0
5,5,5,1,1.0,low_cue,low_stim,2.5,1.8,5.2,0.6,1.0,4.0,9.0,4.0,l019.png,103-jk103,jk103*L.mp4,jk103t1aaunaff_L.mp4,147.6,148.6,151.1,155.1,156.9,165.9,171.1,175.1
6,6,6,1,3.0,low_cue,high_stim,1.2,8.2,6.3,5.6,1.0,4.0,9.0,4.0,l020.png,109-ib109,ib109*H.mp4,ib109t1aiaff_H.mp4,180.7,181.7,182.9,186.9,195.1,204.1,210.39999999999998,214.39999999999998
7,7,7,1,1.0,low_cue,low_stim,1.2,0.6,6.3,6.2,1.0,4.0,9.0,4.0,l048.png,121-vw121,vw121*L.mp4,vw121t1aeaff_L.mp4,220.59999999999997,221.59999999999997,222.79999999999998,226.79999999999998,227.39999999999998,236.39999999999998,242.7,246.7
8,8,8,1,6.0,high_cue,high_stim,2.5,9.0,3.1,9.8,1.0,4.0,9.0,4.0,h017.png,049-bm049,bm049*H.mp4,bm049t2aeunaff_H.mp4,256.5,257.5,260.0,264.0,273.0,282.0,285.09999999999997,289.09999999999997
9,9,9,1,3.0,low_cue,high_stim,1.4,1.6,1.5,2.2,1.0,4.0,9.0,4.0,l032.png,103-jk103,jk103*H.mp4,jk103t1aaaff_H.mp4,291.29999999999995,292.29999999999995,293.7,297.7,299.29999999999995,308.29999999999995,309.79999999999995,313.79999999999995
10,10,10,1,5.0,high_cue,med_stim,1.4,3.3,6.0,14.5,1.0,4.0,9.0,4.0,h016.png,096-bg096,bg096*M.mp4,bg096t2aaaff_M.mp4,328.29999999999995,329.29999999999995,330.69999999999993,334.69999999999993,337.99999999999994,346.99999999999994,352.99999999999994,356.99999999999994
11,11,11,1,5.0,high_cue,med_stim,1.0,7.0,3.2,9.8,1.0,4.0,9.0,4.0,h032.png,092-ch092,ch092*M.mp4,ch092t2aaaff_M.mp4,366.79999999999995,367.79999999999995,368.79999999999995,372.79999999999995,379.79999999999995,388.79999999999995,391.99999999999994,395.99999999999994
