,Unnamed: 0,index,block,Trial type,cue,stimulus_intensity,ITI,Event1Dur,ISI1,Event2Dur,ISI2,Event3Dur,ISI3,Event4Dur,cue_image,stim_num,same_diff,image_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,12,0,1,4.0,high_cue,low_stim,5.3,1.0,0.9,4.0,7.3,9.0,9.3,4.0,h002.png,14,same,14_50.jpg,5.3,6.3,7.2,11.2,18.5,27.5,36.8,40.8
1,60,1,1,2.0,low_cue,med_stim,8.8,1.0,1.6,4.0,8.0,9.0,7.9,4.0,l010.png,22,diff,22_100_R.jpg,49.599999999999994,50.599999999999994,52.199999999999996,56.199999999999996,64.19999999999999,73.19999999999999,81.1,85.1
2,0,2,1,6.0,high_cue,high_stim,5.3,1.0,1.9,4.0,3.5,9.0,3.8,4.0,h031.png,7,diff,7_150_R.jpg,90.39999999999999,91.39999999999999,93.3,97.3,100.8,109.8,113.6,117.6
3,36,3,1,3.0,low_cue,high_stim,3.0,1.0,2.3,4.0,2.0,9.0,1.3,4.0,l016.png,44,same,44_150.jpg,120.6,121.6,123.89999999999999,127.89999999999999,129.9,138.9,140.2,144.2
4,13,4,1,4.0,high_cue,low_stim,4.3,1.0,0.8,4.0,8.0,9.0,3.6,4.0,h011.png,24,diff,24_50_R.jpg,148.5,149.5,150.29999999999998,154.29999999999998,162.29999999999998,171.29999999999998,174.89999999999998,178.89999999999998
5,24,5,1,5.0,high_cue,med_stim,6.7,1.0,1.1,4.0,2.0,9.0,2.0,4.0,h033.png,26,same,26_100.jpg,185.59999999999997,186.59999999999997,187.7,191.7,193.7,202.7,204.7,208.7
6,37,6,1,3.0,low_cue,high_stim,6.7,1.0,1.1,4.0,3.9,9.0,2.0,4.0,l001.png,27,diff,27_150_R.jpg,215.39999999999998,216.39999999999998,217.5,221.5,225.39999999999998,234.39999999999998,236.39999999999998,240.39999999999998
7,25,7,1,5.0,high_cue,med_stim,3.0,1.0,1.5,4.0,3.0,9.0,3.6,4.0,h020.png,28,same,28_100.jpg,243.39999999999998,244.39999999999998,245.89999999999998,249.89999999999998,252.89999999999998,261.9,265.5,269.5
8,48,8,1,1.0,low_cue,low_stim,5.3,1.0,2.1,4.0,5.8,9.0,5.7,4.0,l056.png,35,same,35_50.jpg,274.8,275.8,277.9,281.9,287.7,296.7,302.4,306.4
9,49,9,1,1.0,low_cue,low_stim,0.5,1.0,1.3,4.0,2.0,9.0,3.8,4.0,l033.png,14,diff,14_50_R.jpg,306.9,307.9,309.2,313.2,315.2,324.2,328.0,332.0
10,1,10,1,6.0,high_cue,high_stim,4.4,1.0,2.1,4.0,6.3,9.0,5.3,4.0,h047.png,1,diff,1_150_R.jpg,336.4,337.4,339.5,343.5,349.8,358.8,364.1,368.1
11,61,11,1,2.0,low_cue,med_stim,0.8,1.0,1.3,4.0,2.0,9.0,5.8,4.0,l045.png,24,same,24_100.jpg,368.90000000000003,369.90000000000003,371.20000000000005,375.20000000000005,377.20000000000005,386.20000000000005,392.0,396.0
