,Unnamed: 0,index,block,trial_type,cue,stimulus_intensity,ITI,Event1Dur,ISI1,Event2Dur,ISI2,Event3Dur,ISI3,Event4Dur,cue_image,stim_num,same_diff,image_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,16,24,3,4.0,high_cue,low_stim,2.0,1.0,1.4,4.0,4.6,9.0,2.4,4.0,h041.png,27,same,27_50.jpg,2.0,3.0,4.4,8.4,13.0,22.0,24.4,28.4
1,52,25,3,1.0,low_cue,low_stim,1.9,1.0,0.8,4.0,5.3,9.0,2.9,4.0,l036.png,1,same,1_50.jpg,30.299999999999997,31.299999999999997,32.1,36.1,41.4,50.4,53.3,57.3
2,64,26,3,2.0,low_cue,med_stim,1.0,1.0,1.1,4.0,2.6,9.0,2.6,4.0,l039.png,7,same,7_100.jpg,58.3,59.3,60.4,64.39999999999999,67.0,76.0,78.6,82.6
3,40,27,3,3.0,low_cue,high_stim,1.1,1.0,2.1,4.0,5.2,9.0,2.3,4.0,l054.png,22,diff,22_150_R.jpg,83.69999999999999,84.69999999999999,86.8,90.8,96.0,105.0,107.3,111.3
4,28,28,3,5.0,high_cue,med_stim,0.7,1.0,1.4,4.0,1.4,9.0,2.3,4.0,h038.png,44,diff,44_100_R.jpg,112.0,113.0,114.39999999999999,118.39999999999999,119.8,128.8,131.1,135.1
5,4,29,3,6.0,high_cue,high_stim,0.6,1.0,1.1,4.0,1.3,9.0,2.7,4.0,h026.png,20,same,20_150.jpg,135.7,136.7,137.79999999999998,141.79999999999998,143.1,152.1,154.79999999999998,158.79999999999998
6,17,30,3,4.0,high_cue,low_stim,1.9,1.0,1.1,4.0,6.8,9.0,12.2,4.0,h005.png,19,diff,19_50_R.jpg,160.7,161.7,162.79999999999998,166.79999999999998,173.6,182.6,194.79999999999998,198.79999999999998
7,5,31,3,6.0,high_cue,high_stim,7.8,1.0,1.1,4.0,0.9,9.0,4.3,4.0,h014.png,27,same,27_150.jpg,206.6,207.6,208.7,212.7,213.6,222.6,226.89999999999998,230.89999999999998
8,53,32,3,1.0,low_cue,low_stim,0.9,1.0,2.1,4.0,8.8,9.0,5.6,4.0,l028.png,19,same,19_50.jpg,231.79999999999998,232.79999999999998,234.89999999999998,238.89999999999998,247.7,256.7,262.29999999999995,266.29999999999995
9,65,33,3,2.0,low_cue,med_stim,1.9,1.0,2.1,4.0,5.3,9.0,4.2,4.0,l043.png,1,same,1_100.jpg,268.19999999999993,269.19999999999993,271.29999999999995,275.29999999999995,280.59999999999997,289.59999999999997,293.79999999999995,297.79999999999995
10,41,34,3,3.0,low_cue,high_stim,17.0,1.0,1.4,4.0,1.4,9.0,2.7,4.0,l009.png,35,same,35_150.jpg,314.79999999999995,315.79999999999995,317.19999999999993,321.19999999999993,322.59999999999997,331.59999999999997,334.29999999999995,338.29999999999995
11,29,35,3,5.0,high_cue,med_stim,17.0,1.0,2.1,4.0,10.3,9.0,9.6,4.0,h030.png,20,same,20_100.jpg,355.29999999999995,356.29999999999995,358.4,362.4,372.69999999999993,381.69999999999993,391.29999999999995,395.29999999999995
