,Unnamed: 0,index,block,Trial type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,12,0,2,5.0,high_cue,med_stim,1.3,1.8,4.3,7.3,1.0,4.0,9.0,4.0,h011.png,120-kz120,kz120*M.mp4,kz120t2aeaff_M.mp4,7.3,8.3,9.600000000000001,13.600000000000001,15.400000000000002,24.400000000000002,28.700000000000003,32.7
1,13,1,2,4.0,high_cue,low_stim,1.9,2.3,1.3,0.8,1.0,4.0,9.0,4.0,h028.png,123-jh123,jh123*L.mp4,jh123t1aaunaff_L.mp4,33.5,34.5,36.400000000000006,40.400000000000006,42.7,51.7,53.0,57.0
2,14,2,2,2.0,low_cue,med_stim,1.9,3.2,8.9,8.6,1.0,4.0,9.0,4.0,l044.png,123-jh123,jh123*M.mp4,jh123t2aaaff_M.mp4,65.6,66.6,68.5,72.5,75.7,84.7,93.6,97.6
3,15,3,2,6.0,high_cue,high_stim,1.9,3.2,4.8,2.7,1.0,4.0,9.0,4.0,h030.png,101-mg101,mg101*H.mp4,mg101t2aeaff_H.mp4,100.3,101.3,103.19999999999999,107.19999999999999,110.39999999999999,119.39999999999999,124.19999999999999,128.2
4,16,4,2,6.0,high_cue,high_stim,1.1,12.1,2.9,8.6,1.0,4.0,9.0,4.0,h014.png,123-jh123,jh123*H.mp4,jh123t1aeaff_H.mp4,136.79999999999998,137.79999999999998,138.89999999999998,142.89999999999998,155.0,164.0,166.89999999999998,170.89999999999998
5,17,5,2,3.0,low_cue,high_stim,1.8,3.2,1.3,2.0,1.0,4.0,9.0,4.0,l031.png,120-kz120,kz120*H.mp4,kz120t2aaaff_H.mp4,172.89999999999998,173.89999999999998,175.7,179.7,182.89999999999998,191.89999999999998,193.2,197.2
6,18,6,2,5.0,high_cue,med_stim,1.3,6.2,5.4,3.1,1.0,4.0,9.0,4.0,h045.png,096-bg096,bg096*M.mp4,bg096t2aaaff_M.mp4,200.29999999999998,201.29999999999998,202.6,206.6,212.79999999999998,221.79999999999998,227.2,231.2
7,19,7,2,4.0,high_cue,low_stim,1.0,1.5,4.7,1.8,1.0,4.0,9.0,4.0,h007.png,107-hs107,hs107*L.mp4,hs107t2aeunaff_L.mp4,233.0,234.0,235.0,239.0,240.5,249.5,254.2,258.2
8,20,8,2,3.0,low_cue,high_stim,1.2,1.8,10.0,1.8,1.0,4.0,9.0,4.0,l014.png,107-hs107,hs107*H.mp4,hs107t1afaff_H.mp4,260.0,261.0,262.2,266.2,268.0,277.0,287.0,291.0
9,21,9,2,1.0,low_cue,low_stim,1.9,5.4,2.9,0.8,1.0,4.0,9.0,4.0,l019.png,096-bg096,bg096*L.mp4,bg096t2afunaff_L.mp4,291.8,292.8,294.7,298.7,304.1,313.1,316.0,320.0
10,22,10,2,1.0,low_cue,low_stim,1.6,12.1,1.3,10.2,1.0,4.0,9.0,4.0,l027.png,101-mg101,mg101*L.mp4,mg101t2afunaff_L.mp4,330.2,331.2,332.8,336.8,348.9,357.9,359.2,363.2
11,23,11,2,2.0,low_cue,med_stim,1.0,1.1,6.4,6.3,1.0,4.0,9.0,4.0,l010.png,101-mg101,mg101*M.mp4,mg101t2aeunaff_M.mp4,369.5,370.5,371.5,375.5,376.59999999999997,385.59999999999997,392.0,396.0
