,Unnamed: 0,Event1 onset,Event2 onset,Event3 onset,Event4 onset,Trial type,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue,stimulus_intensity,cue_image,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,0,0.0,6.2333,11.5028,22.7506,5.0,2.1,1.3,2.2,1.3,1.0,4.0,9.0,4.0,high_cue,med_stim,h010.png,1.3,2.3,4.4,8.4,9.700000000000001,18.700000000000003,20.900000000000002,24.900000000000002
1,1,28.0465,34.2798,45.1681,57.6696,1.0,2.1,6.9,5.9,5.8,1.0,4.0,9.0,4.0,low_cue,low_stim,l047.png,30.700000000000003,31.700000000000003,33.800000000000004,37.800000000000004,44.7,53.7,59.60000000000001,63.60000000000001
2,2,63.5254,66.908,77.7963,88.0335,4.0,1.0,6.9,3.6,5.2,1.0,4.0,9.0,4.0,high_cue,low_stim,h036.png,68.80000000000001,69.80000000000001,70.80000000000001,74.80000000000001,81.70000000000002,90.70000000000002,94.30000000000001,98.30000000000001
3,3,93.3293,99.5627,110.451,120.0491,6.0,2.1,5.2,0.6,4.5,1.0,4.0,9.0,4.0,high_cue,high_stim,h026.png,102.80000000000001,103.80000000000001,105.9,109.9,115.10000000000001,124.10000000000001,124.70000000000002,128.70000000000002
4,4,128.5267,134.76,140.0774,151.3057,4.0,2.1,1.3,2.2,1.3,1.0,4.0,9.0,4.0,high_cue,low_stim,h038.png,130.00000000000003,131.00000000000003,133.10000000000002,137.10000000000002,138.4,147.40000000000003,149.60000000000002,153.60000000000002
5,5,156.5832,159.9658,170.8542,180.9028,5.0,1.0,5.2,1.0,6.9,1.0,4.0,9.0,4.0,high_cue,med_stim,h037.png,160.50000000000003,161.50000000000003,162.50000000000003,166.50000000000003,171.70000000000002,180.70000000000002,181.70000000000002,185.70000000000002
6,6,187.8795,192.2087,198.8346,214.8911,3.0,1.4,2.6,9.5,8.4,1.0,4.0,9.0,4.0,low_cue,high_stim,l030.png,194.10000000000002,195.10000000000002,196.50000000000003,200.50000000000003,203.10000000000002,212.10000000000002,221.60000000000002,225.60000000000002
7,7,223.3686,226.3097,232.9357,248.9922,2.0,1.9,2.6,7.1,3.0,1.0,4.0,9.0,4.0,low_cue,med_stim,l045.png,228.60000000000002,229.60000000000002,231.50000000000003,235.50000000000003,238.10000000000002,247.10000000000002,254.20000000000002,258.20000000000005
8,8,255.969,257.8087,264.4347,275.663,6.0,0.8,2.6,4.6,9.4,1.0,4.0,9.0,4.0,high_cue,high_stim,h004.png,267.6,268.6,269.40000000000003,273.40000000000003,276.00000000000006,285.00000000000006,289.6,293.6
9,9,289.0485,291.5304,297.6294,309.3637,2.0,1.5,2.1,2.7,1.3,1.0,4.0,9.0,4.0,low_cue,med_stim,l009.png,294.90000000000003,295.90000000000003,297.40000000000003,301.40000000000003,303.5,312.5,315.20000000000005,319.20000000000005
10,10,314.6412,317.8906,337.0864,357.0838,1.0,0.9,11.5,13.4,5.2,1.0,4.0,9.0,4.0,low_cue,low_stim,l049.png,324.40000000000003,325.40000000000003,326.30000000000007,330.30000000000007,341.80000000000007,350.80000000000007,364.20000000000005,368.20000000000005
11,11,362.3613,365.7439,375.5593,385.6079,3.0,1.0,5.8,1.0,1.6,1.0,4.0,9.0,4.0,low_cue,high_stim,l026.png,369.80000000000007,370.80000000000007,371.80000000000007,375.80000000000007,381.6,390.6,391.6,395.6
