,Unnamed: 0,Event1 onset,Event2 onset,Event3 onset,Event4 onset,trial_type,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue,stimulus_intensity,cue_image,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,0,0.0,4.1263,9.9439,19.7054,5.0,1.3,1.8,4.3,7.3,1.0,4.0,9.0,4.0,high_cue,med_stim,h037.png,7.3,8.3,9.600000000000001,13.600000000000001,15.400000000000002,24.400000000000002,28.700000000000003,32.7
1,1,25.5106,31.0699,37.3361,47.6633,4.0,1.9,2.3,1.3,0.8,1.0,4.0,9.0,4.0,high_cue,low_stim,h007.png,33.5,34.5,36.400000000000006,40.400000000000006,42.7,51.7,53.0,57.0
2,2,52.4987,58.058,65.2137,79.5791,2.0,1.9,3.2,8.9,8.6,1.0,4.0,9.0,4.0,low_cue,med_stim,l002.png,65.6,66.6,68.5,72.5,75.7,84.7,93.6,97.6
3,3,86.6466,92.2059,99.3617,109.6888,6.0,1.9,3.2,4.8,2.7,1.0,4.0,9.0,4.0,high_cue,high_stim,h047.png,100.3,101.3,103.19999999999999,107.19999999999999,110.39999999999999,119.39999999999999,124.19999999999999,128.2
4,4,116.3401,119.9507,141.0659,152.9315,6.0,1.1,12.1,2.9,8.6,1.0,4.0,9.0,4.0,high_cue,high_stim,h050.png,136.79999999999998,137.79999999999998,138.89999999999998,142.89999999999998,155.0,164.0,166.89999999999998,170.89999999999998
5,5,159.9991,162.8029,169.9587,180.2858,3.0,1.8,3.2,1.3,2.0,1.0,4.0,9.0,4.0,low_cue,high_stim,l042.png,172.89999999999998,173.89999999999998,175.7,179.7,182.89999999999998,191.89999999999998,193.2,197.2
6,6,186.3305,190.3744,203.1913,217.5566,5.0,1.3,6.2,5.4,3.1,1.0,4.0,9.0,4.0,high_cue,med_stim,h021.png,200.29999999999998,201.29999999999998,202.6,206.6,212.79999999999998,221.79999999999998,227.2,231.2
7,7,224.6242,227.9864,233.5096,243.7108,4.0,1.0,1.5,4.7,1.8,1.0,4.0,9.0,4.0,high_cue,low_stim,h053.png,233.0,234.0,235.0,239.0,240.5,249.5,254.2,258.2
8,8,249.516,253.2877,259.1053,278.0976,3.0,1.2,1.8,10.0,1.8,1.0,4.0,9.0,4.0,low_cue,high_stim,l019.png,260.0,261.0,262.2,266.2,268.0,277.0,287.0,291.0
9,9,283.9028,289.462,298.8639,310.7294,1.0,1.9,5.4,2.9,0.8,1.0,4.0,9.0,4.0,low_cue,low_stim,l052.png,291.8,292.8,294.7,298.7,304.1,313.1,316.0,320.0
10,10,315.5264,318.1357,339.251,349.5781,1.0,1.6,12.1,1.3,10.2,1.0,4.0,9.0,4.0,low_cue,low_stim,l047.png,330.2,331.2,332.8,336.8,348.9,357.9,359.2,363.2
11,11,358.2526,361.6148,366.6811,378.5467,2.0,1.0,1.1,6.4,6.3,1.0,4.0,9.0,4.0,low_cue,med_stim,l001.png,369.5,370.5,371.5,375.5,376.59999999999997,385.59999999999997,392.0,396.0
