,Unnamed: 0,index,block,trial_type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename,onset_ITI,onset_ev01,onset_ISI1,onset_ev02,onset_ISI2,onset_ev03,onset_ISI3,onset_ev04
0,12,0,2,6.0,high_cue,high_stim,1.6,0.6,2.0,2.9,1.0,4.0,9.0,4.0,h003.png,092-ch092,ch092*H.mp4,ch092t2aiaff_H.mp4,2.9,3.9,5.5,9.5,10.1,19.1,21.1,25.1
1,13,1,2,3.0,low_cue,high_stim,2.0,5.9,4.3,4.4,1.0,4.0,9.0,4.0,l035.png,101-mg101,mg101*H.mp4,mg101t2aeaff_H.mp4,29.5,30.5,32.5,36.5,42.400000000000006,51.400000000000006,55.7,59.7
2,14,2,2,3.0,low_cue,high_stim,1.4,0.6,2.8,0.6,1.0,4.0,9.0,4.0,l025.png,064-ak064,ak064*H.mp4,ak064t1aaaff_H.mp4,60.300000000000004,61.300000000000004,62.7,66.7,67.3,76.30000000000001,79.10000000000001,83.10000000000001
3,15,3,2,6.0,high_cue,high_stim,1.4,1.2,3.9,9.2,1.0,4.0,9.0,4.0,h023.png,095-tv095,tv095*H.mp4,tv095t1afaff_H.mp4,92.30000000000001,93.30000000000001,94.7,98.7,99.9,108.9,112.80000000000001,116.80000000000001
4,16,4,2,1.0,low_cue,low_stim,2.0,11.2,1.6,0.6,1.0,4.0,9.0,4.0,l018.png,064-ak064,ak064*L.mp4,ak064t1afunaff_L.mp4,117.4,118.4,120.4,124.4,135.60000000000002,144.60000000000002,146.20000000000002,150.20000000000002
5,17,5,2,4.0,high_cue,low_stim,2.0,20.1,12.4,6.9,1.0,4.0,9.0,4.0,h021.png,049-bm049,bm049*L.mp4,bm049t1afaff_L.mp4,157.10000000000002,158.10000000000002,160.10000000000002,164.10000000000002,184.20000000000002,193.20000000000002,205.60000000000002,209.60000000000002
6,18,6,2,2.0,low_cue,med_stim,1.2,3.0,3.9,6.9,1.0,4.0,9.0,4.0,l012.png,095-tv095,tv095*M.mp4,tv095t2afaff_M.mp4,216.50000000000003,217.50000000000003,218.70000000000002,222.70000000000002,225.70000000000002,234.70000000000002,238.60000000000002,242.60000000000002
7,19,7,2,5.0,high_cue,med_stim,1.6,1.0,4.9,7.1,1.0,4.0,9.0,4.0,h055.png,124-dn124,dn124*M.mp4,dn124t1aeunaff_M.mp4,249.70000000000002,250.70000000000002,252.3,256.3,257.3,266.3,271.20000000000005,275.20000000000005
8,20,8,2,5.0,high_cue,med_stim,0.9,1.6,2.4,5.9,1.0,4.0,9.0,4.0,h042.png,049-bm049,bm049*M.mp4,bm049t2aeaff_M.mp4,281.1,282.1,283.00000000000006,287.00000000000006,288.6,297.6,300.00000000000006,304.00000000000006
9,21,9,2,2.0,low_cue,med_stim,2.0,1.6,5.5,5.1,1.0,4.0,9.0,4.0,l015.png,101-mg101,mg101*M.mp4,mg101t2aeunaff_M.mp4,309.1000000000001,310.1000000000001,312.1000000000001,316.1000000000001,317.70000000000005,326.70000000000005,332.20000000000005,336.20000000000005
10,22,10,2,4.0,high_cue,low_stim,0.9,6.3,2.8,2.3,1.0,4.0,9.0,4.0,h054.png,124-dn124,dn124*L.mp4,dn124t1aaunaff_L.mp4,338.50000000000006,339.50000000000006,340.40000000000003,344.40000000000003,350.70000000000005,359.70000000000005,362.50000000000006,366.50000000000006
11,23,11,2,1.0,low_cue,low_stim,0.9,0.8,7.7,2.3,1.0,4.0,9.0,4.0,l002.png,095-tv095,tv095*L.mp4,tv095t2aeunaff_L.mp4,368.80000000000007,369.80000000000007,370.70000000000005,374.70000000000005,375.50000000000006,384.50000000000006,392.20000000000005,396.20000000000005
