Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.8465	5.0000	4.3456	0.8465	5.0000	10.5000	
20.6922	26.9006	1.0000	3.0178	1.2085	5.0000	10.5000	
40.4184	47.3892	5.0000	2.4984	1.9708	5.0000	10.5000	
60.3877	67.1851	5.0000	6.0000	1.7974	5.0000	10.5000	
83.6851	89.2835	1.0000	3.3909	0.5984	5.0000	10.5000	
103.1744	108.7106	2.0000	2.4984	0.5362	5.0000	10.5000	
121.7090	127.3423	2.0000	1.3632	0.6332	5.0000	10.5000	
139.2054	144.7100	3.0000	3.3909	0.5045	5.0000	10.5000	
158.6009	165.7178	1.0000	1.1661	2.1169	5.0000	10.5000	
177.3839	183.0171	3.0000	3.0178	0.6332	5.0000	10.5000	
196.5349	202.1681	6.0000	2.3379	0.6332	5.0000	10.5000	
215.0061	220.7685	5.0000	1.7793	0.7625	5.0000	10.5000	
233.0478	239.5620	2.0000	3.3909	1.5142	5.0000	10.5000	
253.4529	259.0841	1.0000	4.0036	0.6312	5.0000	10.5000	
273.5877	279.3926	3.0000	2.8882	0.8049	5.0000	10.5000	
292.7808	299.3272	6.0000	3.3909	1.5463	5.0000	10.5000	
313.2181	318.9340	6.0000	2.3634	0.7159	5.0000	10.5000	
331.7974	337.5672	1.0000	1.5511	0.7697	5.0000	10.5000	
349.6183	356.1646	1.0000	1.9017	1.5463	5.0000	10.5000	
368.5664	374.3642	6.0000	6.0000	0.7978	5.0000	10.5000	
390.8642	397.9810	5.0000	1.6864	2.1169	5.0000	10.5000	
410.1674	416.9251	2.0000	1.7793	1.7577	5.0000	10.5000	
429.2044	435.0509	2.0000	4.0036	0.8465	5.0000	10.5000	
449.5545	455.6064	2.0000	1.8773	1.0519	5.0000	10.5000	
467.9837	474.1922	4.0000	2.1588	1.2085	5.0000	10.5000	
486.8510	492.5669	5.0000	3.3909	0.7159	5.0000	10.5000	
506.4578	512.1737	3.0000	1.5014	0.7159	5.0000	10.5000	
524.1751	529.9448	3.0000	3.4067	0.7697	5.0000	10.5000	
543.8515	549.3877	4.0000	1.7110	0.5362	5.0000	10.5000	
561.5988	567.1350	6.0000	3.4067	0.5362	5.0000	10.5000	
581.0417	586.6401	3.0000	2.3379	0.5984	5.0000	10.5000	
599.4781	605.5253	4.0000	4.0036	1.0473	5.0000	10.5000	
620.0289	626.4073	4.0000	1.9017	1.3784	5.0000	10.5000	
638.8091	644.7798	4.0000	3.8769	0.9707	5.0000	10.5000	
659.1567	664.6612	6.0000	3.2215	0.5045	5.0000	10.5000	
678.3827	685.0925	4.0000	4.0343	1.7098	5.0000	10.5000	

