Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	7.4040	2.0000	5.6871	2.4040	5.0000	10.5000	
23.5911	29.5443	5.0000	2.4280	0.9531	5.0000	10.5000	
42.4723	48.0285	6.0000	1.1649	0.5562	5.0000	10.5000	
59.6934	65.7539	1.0000	1.9139	1.0605	5.0000	10.5000	
78.1679	84.4584	5.0000	4.6780	1.2905	5.0000	10.5000	
99.6364	105.1696	4.0000	1.2327	0.5332	5.0000	10.5000	
116.9024	122.4356	5.0000	3.6419	0.5332	5.0000	10.5000	
136.5775	142.9873	1.0000	3.6419	1.4098	5.0000	10.5000	
157.1292	162.6989	2.0000	3.6419	0.5696	5.0000	10.5000	
176.8408	182.3657	3.0000	2.6897	0.5249	5.0000	10.5000	
195.5554	201.5518	3.0000	2.0112	0.9965	5.0000	10.5000	
214.0631	220.0114	4.0000	1.7588	0.9483	5.0000	10.5000	
232.2702	238.3499	3.0000	1.6000	1.0797	5.0000	10.5000	
250.4498	256.0442	1.0000	5.0588	0.5943	5.0000	10.5000	
271.6030	277.3696	1.0000	5.6871	0.7666	5.0000	10.5000	
293.5567	299.4105	2.0000	4.6934	0.8538	5.0000	10.5000	
314.6039	320.3015	3.0000	1.4775	0.6975	5.0000	10.5000	
332.2790	337.8734	5.0000	1.6779	0.5943	5.0000	10.5000	
350.0513	355.7967	1.0000	1.0790	0.7454	5.0000	10.5000	
367.3757	373.6662	4.0000	3.2058	1.2905	5.0000	10.5000	
387.3720	392.9748	2.0000	2.4280	0.6027	5.0000	10.5000	
405.9028	412.4690	6.0000	4.6780	1.5662	5.0000	10.5000	
427.6470	433.3445	2.0000	1.1751	0.6975	5.0000	10.5000	
445.0197	450.5893	4.0000	4.6934	0.5696	5.0000	10.5000	
465.7827	471.7791	5.0000	3.2786	0.9965	5.0000	10.5000	
485.5577	491.1163	5.0000	4.2856	0.5586	5.0000	10.5000	
505.9019	512.9440	6.0000	5.0588	2.0421	5.0000	10.5000	
528.5028	534.2004	4.0000	3.2786	0.6975	5.0000	10.5000	
547.9789	554.3887	4.0000	5.0588	1.4098	5.0000	10.5000	
569.9476	575.5419	3.0000	1.3966	0.5943	5.0000	10.5000	
587.4385	593.0962	2.0000	3.3692	0.6577	5.0000	10.5000	
606.9654	612.4903	1.0000	1.6779	0.5249	5.0000	10.5000	
624.6683	630.3260	6.0000	1.1799	0.6577	5.0000	10.5000	
642.0059	647.7513	3.0000	1.1799	0.7454	5.0000	10.5000	
659.4312	665.7108	6.0000	2.0112	1.2796	5.0000	10.5000	
678.2221	684.5126	6.0000	2.0627	1.2905	5.0000	10.5000	

