Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	6.9901	5.0000	1.2315	1.9901	5.0000	10.5000	
18.7216	26.8247	1.0000	5.3310	3.1031	5.0000	10.5000	
42.6557	48.2490	3.0000	1.1716	0.5933	5.0000	10.5000	
59.9206	65.9815	3.0000	5.0954	1.0609	5.0000	10.5000	
81.5768	87.2102	5.0000	3.9052	0.6334	5.0000	10.5000	
101.6155	107.7857	6.0000	5.3310	1.1703	5.0000	10.5000	
123.6168	129.6541	3.0000	2.5584	1.0374	5.0000	10.5000	
142.7125	148.4486	3.0000	4.0805	0.7361	5.0000	10.5000	
163.0291	169.9515	2.0000	3.6725	1.9224	5.0000	10.5000	
184.1240	189.7302	6.0000	2.1157	0.6061	5.0000	10.5000	
202.3459	208.5162	4.0000	1.1716	1.1703	5.0000	10.5000	
220.1877	225.7811	5.0000	2.6612	0.5933	5.0000	10.5000	
238.9422	245.1125	5.0000	1.2227	1.1703	5.0000	10.5000	
256.8352	262.4127	2.0000	1.5781	0.5774	5.0000	10.5000	
274.4907	280.5516	1.0000	2.6612	1.0609	5.0000	10.5000	
293.7127	299.7321	4.0000	5.0954	1.0193	5.0000	10.5000	
315.3275	320.9609	6.0000	1.4518	0.6334	5.0000	10.5000	
332.9126	338.5285	1.0000	1.5944	0.6159	5.0000	10.5000	
350.6229	356.1953	1.0000	6.0000	0.5724	5.0000	10.5000	
372.6953	378.4772	1.0000	1.2315	0.7819	5.0000	10.5000	
390.2087	396.2696	4.0000	3.9052	1.0609	5.0000	10.5000	
410.6748	416.6942	6.0000	2.5584	1.0193	5.0000	10.5000	
429.7525	435.4094	2.0000	5.0174	0.6569	5.0000	10.5000	
450.9269	457.5787	2.0000	1.5282	1.6518	5.0000	10.5000	
469.6069	475.1856	5.0000	5.0954	0.5786	5.0000	10.5000	
490.7809	497.4328	1.0000	1.2515	1.6518	5.0000	10.5000	
509.1843	514.8412	6.0000	1.2515	0.6569	5.0000	10.5000	
526.5926	532.3363	4.0000	1.4650	0.7437	5.0000	10.5000	
544.3013	549.8386	3.0000	5.0174	0.5374	5.0000	10.5000	
565.3561	572.2785	3.0000	2.6612	1.9224	5.0000	10.5000	
585.4397	591.2567	2.0000	1.7852	0.8170	5.0000	10.5000	
603.5419	609.5059	2.0000	3.9052	0.9640	5.0000	10.5000	
623.9111	629.8531	6.0000	5.0174	0.9420	5.0000	10.5000	
645.3706	650.9767	5.0000	2.0886	0.6061	5.0000	10.5000	
663.5653	670.5553	4.0000	2.1157	1.9901	5.0000	10.5000	
683.1711	688.8778	4.0000	6.0000	0.7067	5.0000	10.5000	

