Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	7.3534	4.0000	2.2115	2.3534	5.0000	10.5000	
20.0649	25.7466	4.0000	1.9276	0.6817	5.0000	10.5000	
38.1742	43.8811	5.0000	1.1091	0.7068	5.0000	10.5000	
55.4902	61.1218	5.0000	4.0632	0.6315	5.0000	10.5000	
75.6850	81.5209	6.0000	1.3162	0.8359	5.0000	10.5000	
93.3371	99.1132	2.0000	3.4744	0.7760	5.0000	10.5000	
113.0875	118.7301	3.0000	1.2633	0.6425	5.0000	10.5000	
130.4934	136.8504	3.0000	4.0632	1.3570	5.0000	10.5000	
151.4136	157.2227	3.0000	2.1606	0.8091	5.0000	10.5000	
169.8833	175.3870	1.0000	1.2633	0.5036	5.0000	10.5000	
187.1503	192.7756	6.0000	3.4744	0.6253	5.0000	10.5000	
206.7500	213.1070	6.0000	2.5989	1.3570	5.0000	10.5000	
226.2059	231.8597	1.0000	4.0632	0.6538	5.0000	10.5000	
246.4229	252.4186	1.0000	1.5730	0.9957	5.0000	10.5000	
264.4916	269.9952	4.0000	1.3279	0.5036	5.0000	10.5000	
281.8231	287.6321	4.0000	1.4121	0.8091	5.0000	10.5000	
299.5442	305.1980	4.0000	1.6557	0.6538	5.0000	10.5000	
317.3538	323.0576	6.0000	1.6153	0.7038	5.0000	10.5000	
335.1729	340.9600	5.0000	1.7952	0.7871	5.0000	10.5000	
353.2553	359.6156	1.0000	2.5989	1.3603	5.0000	10.5000	
372.7145	378.4183	1.0000	1.9276	0.7038	5.0000	10.5000	
390.8459	397.7694	2.0000	2.1606	1.9235	5.0000	10.5000	
410.4300	416.2789	5.0000	1.6253	0.8489	5.0000	10.5000	
428.4042	434.1402	1.0000	1.5638	0.7360	5.0000	10.5000	
446.2039	452.5609	5.0000	2.0361	1.3570	5.0000	10.5000	
465.0970	470.7170	5.0000	2.3064	0.6200	5.0000	10.5000	
483.5234	489.3105	2.0000	1.6557	0.7871	5.0000	10.5000	
501.4662	507.1480	2.0000	1.7952	0.6817	5.0000	10.5000	
519.4432	525.0217	3.0000	1.6383	0.5785	5.0000	10.5000	
537.1601	542.8669	6.0000	3.0010	0.7068	5.0000	10.5000	
556.3679	561.9994	6.0000	2.1606	0.6315	5.0000	10.5000	
574.6601	580.4776	4.0000	1.5638	0.8175	5.0000	10.5000	
592.5413	598.6394	3.0000	1.3810	1.0981	5.0000	10.5000	
610.5205	616.0889	2.0000	1.9103	0.5684	5.0000	10.5000	
628.4992	634.2752	3.0000	2.4058	0.7760	5.0000	10.5000	
647.1810	652.6846	2.0000	2.5989	0.5036	5.0000	10.5000	

