Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.0000	1.0000	3.3886	0.0000	5.0000	11.5000	
19.8886	24.8886	5.0000	2.1709	0.0000	5.0000	11.5000	
38.5595	43.5595	3.0000	2.3828	0.0000	5.0000	11.5000	
57.4422	62.4422	2.0000	1.7709	0.0000	5.0000	11.5000	
75.7131	80.7131	3.0000	1.0921	0.0000	5.0000	11.5000	
93.3052	98.3052	3.0000	1.6445	0.0000	5.0000	11.5000	
111.4497	116.4497	4.0000	1.4344	0.0000	5.0000	11.5000	
129.3841	134.3841	6.0000	2.4605	0.0000	5.0000	11.5000	
148.3446	153.3446	1.0000	2.6580	0.0000	5.0000	11.5000	
167.5025	172.5025	1.0000	2.4605	0.0000	5.0000	11.5000	
186.4630	191.4630	3.0000	1.3466	0.0000	5.0000	11.5000	
204.3096	209.3096	6.0000	1.0882	0.0000	5.0000	11.5000	
221.8978	226.8978	4.0000	2.2163	0.0000	5.0000	11.5000	
240.6141	245.6141	5.0000	2.3828	0.0000	5.0000	11.5000	
259.4969	264.4969	2.0000	1.2988	0.0000	5.0000	11.5000	
277.2957	282.2957	4.0000	1.0660	0.0000	5.0000	11.5000	
294.8617	299.8617	6.0000	1.4191	0.0000	5.0000	11.5000	
312.7808	317.7808	6.0000	3.2554	0.0000	5.0000	11.5000	
332.5363	337.5363	6.0000	2.3828	0.0000	5.0000	11.5000	
351.4190	356.4190	6.0000	2.1709	0.0000	5.0000	11.5000	
370.0899	375.0899	2.0000	1.1490	0.0000	5.0000	11.5000	
387.7389	392.7389	2.0000	1.4191	0.0000	5.0000	11.5000	
405.6580	410.6580	2.0000	2.1367	0.0000	5.0000	11.5000	
424.2947	429.2947	3.0000	3.2554	0.0000	5.0000	11.5000	
444.0502	449.0502	3.0000	1.4694	0.0000	5.0000	11.5000	
462.0196	467.0196	4.0000	3.2554	0.0000	5.0000	11.5000	
481.7751	486.7751	4.0000	1.4191	0.0000	5.0000	11.5000	
499.6941	504.6941	1.0000	1.4191	0.0000	5.0000	11.5000	
517.6132	522.6132	1.0000	1.0882	0.0000	5.0000	11.5000	
535.2014	540.2014	1.0000	1.4344	0.0000	5.0000	11.5000	
553.1357	558.1357	2.0000	2.3828	0.0000	5.0000	11.5000	
572.0185	577.0185	5.0000	2.3588	0.0000	5.0000	11.5000	
590.8773	595.8773	5.0000	1.7709	0.0000	5.0000	11.5000	
609.1482	614.1482	5.0000	1.2064	0.0000	5.0000	11.5000	
626.8546	631.8546	5.0000	1.4191	0.0000	5.0000	11.5000	
644.7737	649.7737	4.0000	1.7646	0.0000	5.0000	11.5000	

