Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.5352	1.0000	4.2428	0.5352	5.0000	10.5000	
20.2780	26.0406	2.0000	1.8487	0.7626	5.0000	10.5000	
38.3893	43.9958	3.0000	1.5217	0.6065	5.0000	10.5000	
56.0175	61.9890	5.0000	3.3271	0.9715	5.0000	10.5000	
75.8161	81.9523	4.0000	2.0103	1.1362	5.0000	10.5000	
94.4626	99.9886	6.0000	1.4527	0.5260	5.0000	10.5000	
111.9413	117.4943	6.0000	3.3271	0.5530	5.0000	10.5000	
131.3215	137.3978	6.0000	2.2185	1.0763	5.0000	10.5000	
150.1163	156.0153	2.0000	1.4527	0.8990	5.0000	10.5000	
167.9680	173.6671	2.0000	3.3271	0.6991	5.0000	10.5000	
187.4942	193.4007	1.0000	1.3479	0.9065	5.0000	10.5000	
205.2486	211.7542	6.0000	3.0469	1.5056	5.0000	10.5000	
225.3011	230.9101	6.0000	2.7686	0.6090	5.0000	10.5000	
244.1787	249.8947	1.0000	3.3271	0.7160	5.0000	10.5000	
263.7219	269.3235	1.0000	1.0818	0.6017	5.0000	10.5000	
280.9053	286.5707	4.0000	1.9795	0.6655	5.0000	10.5000	
299.0502	304.6592	4.0000	1.2977	0.6090	5.0000	10.5000	
316.4570	322.0060	4.0000	2.0021	0.5491	5.0000	10.5000	
334.5081	340.2072	4.0000	2.6217	0.6991	5.0000	10.5000	
353.3289	359.4651	3.0000	2.2789	1.1362	5.0000	10.5000	
372.2440	378.2155	3.0000	1.1019	0.9715	5.0000	10.5000	
389.8174	395.4191	5.0000	3.1404	0.6017	5.0000	10.5000	
409.0595	414.6685	5.0000	2.1184	0.6090	5.0000	10.5000	
427.2869	432.9269	4.0000	1.5464	0.6401	5.0000	10.5000	
444.9734	451.2781	3.0000	2.7686	1.3047	5.0000	10.5000	
464.5467	470.9576	5.0000	2.1723	1.4110	5.0000	10.5000	
483.6299	489.1977	2.0000	2.2347	0.5678	5.0000	10.5000	
501.9324	507.6913	3.0000	1.4246	0.7590	5.0000	10.5000	
519.6159	525.1511	6.0000	2.4579	0.5352	5.0000	10.5000	
538.1090	543.7214	5.0000	2.6217	0.6123	5.0000	10.5000	
556.8431	563.2540	1.0000	1.2977	1.4110	5.0000	10.5000	
575.0518	580.7172	1.0000	2.0021	0.6655	5.0000	10.5000	
593.2193	599.2388	5.0000	1.8487	1.0195	5.0000	10.5000	
611.5875	617.6071	2.0000	1.5464	1.0195	5.0000	10.5000	
629.6535	635.1945	3.0000	3.0469	0.5410	5.0000	10.5000	
648.7415	654.2825	2.0000	1.1019	0.5410	5.0000	10.5000	

