Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	7.3983	5.0000	4.5349	2.3983	5.0000	10.5000	
22.4332	28.7496	1.0000	2.7785	1.3164	5.0000	10.5000	
42.0282	47.6758	6.0000	4.4272	0.6476	5.0000	10.5000	
62.6030	68.3229	3.0000	2.1351	0.7198	5.0000	10.5000	
80.9579	87.1327	2.0000	3.9144	1.1748	5.0000	10.5000	
101.5470	107.3155	1.0000	5.5592	0.7685	5.0000	10.5000	
123.3747	130.3575	4.0000	1.8259	1.9827	5.0000	10.5000	
142.6834	148.9760	6.0000	3.6898	1.2926	5.0000	10.5000	
163.1658	169.2402	5.0000	1.0056	1.0744	5.0000	10.5000	
180.7458	186.8202	1.0000	6.0000	1.0744	5.0000	10.5000	
203.3202	209.5055	4.0000	2.6760	1.1853	5.0000	10.5000	
222.6815	228.2264	3.0000	5.5799	0.5449	5.0000	10.5000	
244.3064	250.3325	6.0000	1.7923	1.0261	5.0000	10.5000	
262.6247	268.1767	6.0000	5.1919	0.5519	5.0000	10.5000	
283.8686	289.4135	6.0000	1.0056	0.5449	5.0000	10.5000	
300.9191	306.4641	5.0000	5.1919	0.5449	5.0000	10.5000	
322.1560	328.4296	6.0000	1.4716	1.2736	5.0000	10.5000	
340.4012	346.3788	4.0000	3.3642	0.9777	5.0000	10.5000	
360.2430	365.8032	3.0000	1.9565	0.5602	5.0000	10.5000	
378.2597	383.9025	1.0000	1.1776	0.6429	5.0000	10.5000	
395.5801	401.2773	5.0000	3.6898	0.6972	5.0000	10.5000	
415.4671	420.9758	2.0000	5.5799	0.5087	5.0000	10.5000	
437.0557	442.5796	2.0000	1.2219	0.5239	5.0000	10.5000	
454.3015	460.6422	5.0000	2.9811	1.3406	5.0000	10.5000	
474.1233	479.6234	4.0000	1.1776	0.5002	5.0000	10.5000	
491.3010	497.0209	4.0000	2.1351	0.7198	5.0000	10.5000	
509.6559	515.3036	3.0000	2.1158	0.6476	5.0000	10.5000	
527.9194	533.8970	1.0000	1.4716	0.9777	5.0000	10.5000	
545.8686	551.3773	3.0000	4.4272	0.5087	5.0000	10.5000	
566.3045	572.4793	4.0000	1.2219	1.1748	5.0000	10.5000	
584.2012	591.1839	2.0000	5.1919	1.9827	5.0000	10.5000	
606.8758	612.9123	2.0000	5.5592	1.0365	5.0000	10.5000	
628.9716	634.5235	2.0000	1.9565	0.5519	5.0000	10.5000	
646.9800	653.3207	1.0000	1.2219	1.3406	5.0000	10.5000	
665.0426	672.1131	5.0000	3.9144	2.0706	5.0000	10.5000	
686.5275	692.2247	3.0000	6.0000	0.6972	5.0000	10.5000	

