Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.9108	1.0000	1.3951	0.9108	5.0000	10.5000	
17.8059	23.6178	4.0000	1.5740	0.8119	5.0000	10.5000	
35.6918	41.3502	6.0000	2.7003	0.6585	5.0000	10.5000	
54.5505	60.2727	6.0000	2.0454	0.7222	5.0000	10.5000	
72.8181	78.3616	1.0000	1.7558	0.5435	5.0000	10.5000	
90.6174	97.3613	1.0000	1.2424	1.7439	5.0000	10.5000	
109.1038	115.1382	3.0000	1.9071	1.0344	5.0000	10.5000	
127.5453	133.0822	2.0000	1.2865	0.5368	5.0000	10.5000	
144.8687	150.7673	1.0000	1.8103	0.8986	5.0000	10.5000	
163.0776	169.3320	6.0000	1.2249	1.2544	5.0000	10.5000	
181.0569	186.5577	5.0000	2.7003	0.5008	5.0000	10.5000	
199.7580	205.3324	2.0000	2.1954	0.5744	5.0000	10.5000	
218.0278	223.8921	4.0000	1.4990	0.8642	5.0000	10.5000	
235.8911	241.8550	3.0000	1.1283	0.9639	5.0000	10.5000	
253.4832	259.1189	2.0000	1.2965	0.6357	5.0000	10.5000	
270.9155	276.4647	2.0000	3.0363	0.5492	5.0000	10.5000	
290.0011	296.0355	2.0000	1.5740	1.0344	5.0000	10.5000	
308.1095	313.6587	6.0000	2.3353	0.5492	5.0000	10.5000	
326.4940	332.0309	4.0000	1.5842	0.5368	5.0000	10.5000	
344.1151	349.7977	5.0000	1.9071	0.6826	5.0000	10.5000	
362.2048	367.7483	5.0000	4.0265	0.5435	5.0000	10.5000	
382.2749	388.2924	4.0000	4.0265	1.0176	5.0000	10.5000	
402.8190	408.3198	6.0000	1.3893	0.5008	5.0000	10.5000	
420.2091	426.2800	1.0000	3.0363	1.0709	5.0000	10.5000	
439.8163	445.3532	3.0000	3.8105	0.5368	5.0000	10.5000	
459.6637	465.5279	5.0000	2.0454	0.8642	5.0000	10.5000	
478.0733	484.3277	5.0000	1.0295	1.2544	5.0000	10.5000	
495.8573	501.3941	5.0000	5.9039	0.5368	5.0000	10.5000	
517.7980	523.3633	4.0000	1.6727	0.5653	5.0000	10.5000	
535.5360	542.0258	3.0000	1.0295	1.4897	5.0000	10.5000	
553.5553	559.4661	3.0000	1.2717	0.9108	5.0000	10.5000	
571.2378	576.9600	3.0000	3.0363	0.7222	5.0000	10.5000	
590.4963	596.4602	6.0000	5.9039	0.9639	5.0000	10.5000	
612.8641	618.5226	4.0000	1.1283	0.6585	5.0000	10.5000	
630.1509	636.1159	2.0000	1.5842	0.9650	5.0000	10.5000	
648.2001	653.7369	1.0000	1.5740	0.5368	5.0000	10.5000	

