Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.6183	4.0000	3.1247	0.6183	5.0000	10.5000	
19.2431	25.2237	1.0000	1.7286	0.9806	5.0000	10.5000	
37.4522	43.0092	2.0000	1.8024	0.5570	5.0000	10.5000	
55.3116	61.0203	6.0000	2.2950	0.7087	5.0000	10.5000	
73.8153	79.8090	5.0000	1.0137	0.9937	5.0000	10.5000	
91.3228	97.9300	5.0000	1.4358	1.6073	5.0000	10.5000	
109.8658	115.4646	2.0000	2.6261	0.5988	5.0000	10.5000	
128.5907	135.0503	1.0000	2.9369	1.4596	5.0000	10.5000	
148.4872	154.0192	6.0000	2.6050	0.5320	5.0000	10.5000	
167.1242	172.6737	5.0000	2.6261	0.5495	5.0000	10.5000	
185.7998	191.5902	4.0000	1.2883	0.7904	5.0000	10.5000	
203.3785	209.0444	4.0000	5.0639	0.6660	5.0000	10.5000	
224.6083	230.3987	2.0000	2.5425	0.7904	5.0000	10.5000	
243.4413	249.0401	1.0000	1.4358	0.5988	5.0000	10.5000	
260.9759	266.5330	4.0000	3.0879	0.5571	5.0000	10.5000	
280.1209	285.9581	4.0000	1.7286	0.8371	5.0000	10.5000	
298.1866	303.7437	2.0000	1.7286	0.5571	5.0000	10.5000	
315.9723	321.5218	2.0000	1.0137	0.5495	5.0000	10.5000	
333.0356	338.5384	3.0000	1.6540	0.5029	5.0000	10.5000	
350.6924	356.2383	3.0000	1.4178	0.5459	5.0000	10.5000	
368.1561	373.7744	2.0000	2.2950	0.6183	5.0000	10.5000	
386.5694	392.1270	3.0000	2.5244	0.5575	5.0000	10.5000	
405.1514	410.6973	1.0000	2.3411	0.5459	5.0000	10.5000	
423.5384	429.2786	3.0000	1.4398	0.7403	5.0000	10.5000	
441.2184	446.8367	3.0000	1.4523	0.6183	5.0000	10.5000	
458.7890	464.5794	5.0000	3.0879	0.7904	5.0000	10.5000	
478.1673	483.6702	6.0000	1.6540	0.5029	5.0000	10.5000	
495.8242	502.4538	6.0000	3.1247	1.6296	5.0000	10.5000	
516.0786	521.6280	6.0000	2.5244	0.5495	5.0000	10.5000	
534.6524	540.4520	4.0000	1.0396	0.7995	5.0000	10.5000	
551.9916	557.5903	5.0000	1.5090	0.5988	5.0000	10.5000	
569.5994	575.1489	1.0000	2.6261	0.5495	5.0000	10.5000	
588.2750	593.8738	3.0000	1.0462	0.5988	5.0000	10.5000	
605.4199	610.9853	1.0000	2.5425	0.5653	5.0000	10.5000	
624.0278	629.7804	5.0000	2.0223	0.7526	5.0000	10.5000	
642.3027	648.2833	6.0000	5.0639	0.9806	5.0000	10.5000	

