Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.9213	6.0000	1.9690	0.9213	5.0000	10.5000	
18.3903	24.6072	3.0000	5.5952	1.2169	5.0000	10.5000	
40.7024	48.7844	5.0000	3.4462	3.0820	5.0000	10.5000	
62.7306	68.2685	2.0000	2.7933	0.5379	5.0000	10.5000	
81.5618	87.8486	2.0000	2.0189	1.2868	5.0000	10.5000	
100.3675	106.1878	2.0000	5.1348	0.8203	5.0000	10.5000	
121.8226	128.4407	4.0000	1.5236	1.6181	5.0000	10.5000	
140.4642	145.9768	1.0000	5.5952	0.5126	5.0000	10.5000	
162.0720	167.6175	2.0000	1.2097	0.5455	5.0000	10.5000	
179.3272	184.8857	6.0000	3.4462	0.5585	5.0000	10.5000	
198.8319	204.9674	4.0000	2.8545	1.1355	5.0000	10.5000	
218.3219	224.2432	1.0000	5.7772	0.9213	5.0000	10.5000	
240.5204	246.0244	5.0000	5.1348	0.5040	5.0000	10.5000	
261.6593	269.7413	1.0000	1.3895	3.0820	5.0000	10.5000	
281.6308	287.1859	2.0000	3.4462	0.5552	5.0000	10.5000	
301.1322	306.7754	3.0000	2.9332	0.6433	5.0000	10.5000	
320.2087	326.1733	3.0000	3.9342	0.9646	5.0000	10.5000	
340.6075	346.5620	6.0000	2.8545	0.9545	5.0000	10.5000	
359.9165	366.9170	3.0000	2.1821	2.0005	5.0000	10.5000	
379.5991	385.8859	5.0000	5.5952	1.2868	5.0000	10.5000	
401.9811	408.4908	6.0000	5.1348	1.5097	5.0000	10.5000	
424.1256	429.8083	1.0000	1.6767	0.6827	5.0000	10.5000	
441.9849	447.7452	1.0000	4.5650	0.7602	5.0000	10.5000	
462.8102	468.5704	3.0000	4.5650	0.7602	5.0000	10.5000	
483.6354	489.4188	4.0000	2.1821	0.7833	5.0000	10.5000	
502.1009	507.6583	4.0000	2.9332	0.5574	5.0000	10.5000	
521.0916	527.7096	5.0000	1.2097	1.6181	5.0000	10.5000	
539.4194	545.0626	5.0000	1.9690	0.6433	5.0000	10.5000	
557.5317	563.2717	1.0000	3.4462	0.7400	5.0000	10.5000	
577.2179	582.7305	4.0000	2.3836	0.5126	5.0000	10.5000	
595.6141	603.6961	6.0000	5.5952	3.0820	5.0000	10.5000	
619.7913	625.9894	2.0000	1.0336	1.1981	5.0000	10.5000	
637.5230	643.1633	6.0000	1.3706	0.6403	5.0000	10.5000	
655.0339	661.5436	3.0000	1.2097	1.5097	5.0000	10.5000	
673.2533	678.8369	4.0000	5.1348	0.5836	5.0000	10.5000	
694.4717	700.7203	5.0000	5.7772	1.2486	5.0000	10.5000	

