Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.7283	3.0000	1.3189	0.7283	5.0000	10.5000	
17.5473	23.3387	6.0000	1.3962	0.7914	5.0000	10.5000	
35.2349	40.8850	6.0000	1.3384	0.6502	5.0000	10.5000	
52.7234	58.5461	3.0000	1.9874	0.8227	5.0000	10.5000	
71.0335	76.7366	4.0000	1.5722	0.7031	5.0000	10.5000	
88.8088	94.4758	1.0000	2.1604	0.6670	5.0000	10.5000	
107.1362	112.7796	1.0000	3.3311	0.6434	5.0000	10.5000	
126.6108	132.4335	4.0000	3.7557	0.8227	5.0000	10.5000	
146.6892	152.3643	4.0000	2.2174	0.6751	5.0000	10.5000	
165.0817	170.6037	2.0000	2.7337	0.5220	5.0000	10.5000	
183.8373	189.6600	2.0000	1.3962	0.8227	5.0000	10.5000	
201.5562	207.4572	2.0000	3.7557	0.9010	5.0000	10.5000	
221.7129	227.4412	6.0000	3.7557	0.7283	5.0000	10.5000	
241.6969	247.2071	2.0000	1.0546	0.5103	5.0000	10.5000	
258.7617	264.4309	5.0000	1.3189	0.6693	5.0000	10.5000	
276.2499	282.4763	5.0000	1.5722	1.2264	5.0000	10.5000	
294.5484	300.7272	6.0000	1.2262	1.1788	5.0000	10.5000	
312.4534	318.1216	1.0000	2.5049	0.6682	5.0000	10.5000	
331.1265	336.6367	1.0000	1.3962	0.5103	5.0000	10.5000	
348.5329	354.4339	1.0000	1.9874	0.9010	5.0000	10.5000	
366.9213	372.6244	2.0000	3.3988	0.7031	5.0000	10.5000	
386.5232	392.1902	3.0000	1.1767	0.6670	5.0000	10.5000	
403.8669	409.6605	3.0000	1.2262	0.7936	5.0000	10.5000	
421.3867	427.1803	4.0000	3.7703	0.7936	5.0000	10.5000	
441.4506	447.2993	5.0000	1.1767	0.8487	5.0000	10.5000	
458.9760	464.6430	4.0000	1.2262	0.6670	5.0000	10.5000	
476.3692	481.8794	4.0000	1.3384	0.5103	5.0000	10.5000	
493.7178	499.5114	5.0000	3.2787	0.7936	5.0000	10.5000	
513.2902	518.9583	6.0000	1.9874	0.6682	5.0000	10.5000	
531.4457	537.1753	3.0000	1.1848	0.7296	5.0000	10.5000	
548.8601	555.0125	2.0000	2.3261	1.1524	5.0000	10.5000	
567.8386	573.3420	5.0000	1.0546	0.5034	5.0000	10.5000	
584.8966	590.4974	5.0000	2.2174	0.6008	5.0000	10.5000	
603.2148	609.0600	3.0000	5.8998	0.8452	5.0000	10.5000	
625.4599	631.1882	1.0000	2.0015	0.7283	5.0000	10.5000	
643.6897	649.6564	6.0000	2.1604	0.9667	5.0000	10.5000	

