Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.6889	2.0000	1.0046	0.6889	5.0000	10.5000	
17.1936	23.2447	4.0000	5.4619	1.0512	5.0000	10.5000	
39.2067	44.9278	4.0000	1.7269	0.7211	5.0000	10.5000	
57.1546	62.9475	6.0000	5.2343	0.7929	5.0000	10.5000	
78.6818	84.3707	1.0000	4.6584	0.6889	5.0000	10.5000	
99.5291	105.2502	6.0000	1.5151	0.7211	5.0000	10.5000	
117.2653	122.9864	2.0000	4.6584	0.7211	5.0000	10.5000	
138.1449	144.1960	1.0000	1.5151	1.0512	5.0000	10.5000	
156.2111	162.0299	5.0000	1.7560	0.8188	5.0000	10.5000	
174.2859	179.8899	4.0000	1.4033	0.6040	5.0000	10.5000	
191.7932	197.4416	1.0000	1.7043	0.6484	5.0000	10.5000	
209.6458	215.2979	4.0000	1.8429	0.6520	5.0000	10.5000	
227.6408	233.7195	5.0000	2.8894	1.0787	5.0000	10.5000	
247.1088	252.9152	3.0000	3.5438	0.8064	5.0000	10.5000	
266.9590	272.6061	3.0000	1.7560	0.6471	5.0000	10.5000	
284.8621	290.7072	2.0000	2.3079	0.8451	5.0000	10.5000	
303.5151	310.6014	6.0000	5.7047	2.0863	5.0000	10.5000	
326.8061	332.4531	4.0000	4.6584	0.6471	5.0000	10.5000	
347.6116	353.5212	6.0000	2.7456	0.9096	5.0000	10.5000	
366.7667	372.3441	2.0000	1.1472	0.5774	5.0000	10.5000	
383.9913	389.7431	3.0000	5.8977	0.7519	5.0000	10.5000	
406.1408	411.9815	1.0000	3.0517	0.8407	5.0000	10.5000	
425.5333	431.2151	3.0000	3.3026	0.6818	5.0000	10.5000	
445.0176	451.4438	1.0000	2.6246	1.4262	5.0000	10.5000	
464.5684	470.3872	6.0000	3.5438	0.8188	5.0000	10.5000	
484.4310	490.0530	5.0000	1.4562	0.6220	5.0000	10.5000	
502.0093	508.3369	2.0000	3.6319	1.3276	5.0000	10.5000	
522.4688	528.0462	5.0000	5.8977	0.5774	5.0000	10.5000	
544.4438	550.8031	2.0000	2.7456	1.3593	5.0000	10.5000	
564.0487	569.6971	4.0000	3.5438	0.6484	5.0000	10.5000	
583.7409	589.9718	6.0000	1.7165	1.2309	5.0000	10.5000	
602.1883	608.0979	1.0000	5.8977	0.9096	5.0000	10.5000	
624.4955	630.0995	5.0000	6.0000	0.6040	5.0000	10.5000	
646.5995	652.2035	3.0000	1.7165	0.6040	5.0000	10.5000	
664.4200	669.9973	3.0000	5.2343	0.5774	5.0000	10.5000	
685.7316	692.6534	5.0000	3.3026	1.9218	5.0000	10.5000	

