Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.6213	3.0000	2.4835	0.6213	5.0000	10.5000	
18.6048	24.8770	4.0000	2.1297	1.2722	5.0000	10.5000	
37.5067	43.5218	2.0000	2.9033	1.0151	5.0000	10.5000	
56.9251	63.3679	2.0000	3.8162	1.4428	5.0000	10.5000	
77.6842	83.2786	2.0000	2.9080	0.5944	5.0000	10.5000	
96.6866	102.2810	1.0000	3.0812	0.5944	5.0000	10.5000	
115.8622	121.4465	1.0000	1.3374	0.5842	5.0000	10.5000	
133.2839	139.2053	2.0000	1.2001	0.9215	5.0000	10.5000	
150.9054	156.9555	1.0000	3.1890	1.0501	5.0000	10.5000	
170.6445	177.1102	3.0000	2.0446	1.4657	5.0000	10.5000	
189.6548	195.3839	2.0000	2.7410	0.7291	5.0000	10.5000	
208.6249	214.6483	4.0000	4.6405	1.0234	5.0000	10.5000	
229.7888	235.5619	1.0000	4.0503	0.7732	5.0000	10.5000	
250.1122	255.9823	6.0000	2.9033	0.8700	5.0000	10.5000	
269.3856	275.5395	6.0000	2.7410	1.1539	5.0000	10.5000	
288.7805	295.2398	1.0000	1.6846	1.4593	5.0000	10.5000	
307.4244	313.3415	1.0000	2.9033	0.9171	5.0000	10.5000	
326.7448	332.7949	4.0000	2.4835	1.0501	5.0000	10.5000	
345.7784	352.9445	5.0000	2.9033	2.1661	5.0000	10.5000	
366.3478	372.7485	6.0000	3.8162	1.4007	5.0000	10.5000	
387.0648	392.8379	5.0000	4.0503	0.7732	5.0000	10.5000	
407.3883	413.8934	3.0000	2.1297	1.5051	5.0000	10.5000	
426.5230	432.5731	3.0000	5.9363	1.0501	5.0000	10.5000	
449.0094	455.2377	2.0000	5.9363	1.2283	5.0000	10.5000	
471.6740	477.8279	4.0000	3.9344	1.1539	5.0000	10.5000	
492.2622	499.3422	4.0000	2.1854	2.0799	5.0000	10.5000	
512.0276	517.6611	6.0000	1.3374	0.6336	5.0000	10.5000	
529.4985	535.0682	3.0000	4.6405	0.5696	5.0000	10.5000	
550.2086	556.2237	5.0000	5.4066	1.0151	5.0000	10.5000	
572.1303	577.8081	6.0000	5.4066	0.6778	5.0000	10.5000	
593.7147	599.3360	6.0000	3.1890	0.6213	5.0000	10.5000	
613.0250	618.5524	4.0000	2.9033	0.5274	5.0000	10.5000	
631.9557	637.6428	5.0000	2.0446	0.6871	5.0000	10.5000	
650.1874	656.1045	3.0000	3.9344	0.9171	5.0000	10.5000	
670.5389	676.0478	5.0000	2.1297	0.5089	5.0000	10.5000	
688.6775	694.4065	5.0000	1.3463	0.7291	5.0000	10.5000	

