Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.5232	3.0000	4.2297	0.5232	5.0000	10.5000	
20.2529	26.0341	4.0000	5.2528	0.7812	5.0000	10.5000	
41.7868	47.3100	2.0000	2.7906	0.5232	5.0000	10.5000	
60.6007	67.5589	6.0000	2.3922	1.9582	5.0000	10.5000	
80.4511	86.3822	6.0000	1.6910	0.9310	5.0000	10.5000	
98.5732	104.0798	4.0000	1.7953	0.5066	5.0000	10.5000	
116.3751	121.8774	2.0000	4.4803	0.5023	5.0000	10.5000	
136.8577	142.4649	1.0000	2.3922	0.6072	5.0000	10.5000	
155.3572	161.1587	1.0000	1.1205	0.8015	5.0000	10.5000	
172.7792	178.3463	3.0000	6.0000	0.5671	5.0000	10.5000	
194.8463	200.6238	6.0000	2.9461	0.7775	5.0000	10.5000	
214.0699	220.1642	4.0000	1.6663	1.0943	5.0000	10.5000	
232.3305	237.9655	1.0000	4.2297	0.6350	5.0000	10.5000	
252.6952	258.5063	4.0000	3.0085	0.8111	5.0000	10.5000	
272.0147	277.9458	5.0000	1.6568	0.9310	5.0000	10.5000	
290.1025	295.9778	3.0000	2.9461	0.8753	5.0000	10.5000	
309.4238	315.1377	3.0000	2.8783	0.7139	5.0000	10.5000	
328.5160	334.2222	1.0000	6.0000	0.7061	5.0000	10.5000	
350.7222	356.2575	6.0000	6.0000	0.5353	5.0000	10.5000	
372.7575	378.7836	5.0000	1.4136	1.0261	5.0000	10.5000	
390.6972	396.4988	5.0000	1.5752	0.8015	5.0000	10.5000	
408.5740	414.5806	2.0000	1.2680	1.0066	5.0000	10.5000	
426.3486	431.9875	5.0000	4.4803	0.6389	5.0000	10.5000	
446.9679	452.6740	2.0000	2.0537	0.7061	5.0000	10.5000	
465.2277	470.8667	3.0000	1.4838	0.6389	5.0000	10.5000	
482.8505	488.7257	1.0000	1.6663	0.8753	5.0000	10.5000	
500.8920	506.3986	3.0000	4.5597	0.5066	5.0000	10.5000	
521.4584	529.1326	1.0000	1.0731	2.6742	5.0000	10.5000	
540.7056	547.2538	2.0000	4.6242	1.5482	5.0000	10.5000	
562.3780	567.9133	5.0000	4.5597	0.5353	5.0000	10.5000	
582.9730	590.6472	6.0000	1.6901	2.6742	5.0000	10.5000	
602.8373	608.7497	2.0000	1.1786	0.9124	5.0000	10.5000	
620.4283	627.3548	6.0000	5.2528	1.9266	5.0000	10.5000	
643.1076	650.0341	5.0000	1.2500	1.9266	5.0000	10.5000	
661.7841	667.6485	4.0000	1.7969	0.8644	5.0000	10.5000	
679.9454	686.9036	4.0000	6.0000	1.9582	5.0000	10.5000	

