Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.6559	4.0000	2.5203	0.6559	5.0000	10.5000	
18.6762	24.6593	6.0000	2.0625	0.9831	5.0000	10.5000	
37.2218	42.8576	4.0000	2.0017	0.6358	5.0000	10.5000	
55.3593	61.2252	4.0000	1.1792	0.8659	5.0000	10.5000	
72.9044	78.5851	4.0000	2.4447	0.6807	5.0000	10.5000	
91.5297	97.1842	1.0000	1.5066	0.6544	5.0000	10.5000	
109.1908	114.9586	1.0000	1.6983	0.7678	5.0000	10.5000	
127.1569	132.9291	2.0000	1.0393	0.7722	5.0000	10.5000	
144.4684	150.1766	2.0000	2.0625	0.7082	5.0000	10.5000	
162.7391	168.4198	1.0000	1.7419	0.6807	5.0000	10.5000	
180.6617	186.5122	1.0000	1.4245	0.8505	5.0000	10.5000	
198.4367	204.1087	1.0000	4.0785	0.6720	5.0000	10.5000	
218.6872	224.3662	3.0000	2.5203	0.6790	5.0000	10.5000	
237.3865	243.0424	6.0000	1.1792	0.6559	5.0000	10.5000	
254.7216	260.3078	5.0000	1.0933	0.5862	5.0000	10.5000	
271.9012	278.5482	3.0000	1.6311	1.6470	5.0000	10.5000	
290.6793	296.5341	2.0000	4.0844	0.8548	5.0000	10.5000	
311.1185	316.7744	3.0000	2.3186	0.6559	5.0000	10.5000	
329.5930	335.3013	1.0000	2.3186	0.7082	5.0000	10.5000	
348.1199	353.6823	6.0000	4.6030	0.5624	5.0000	10.5000	
368.7853	374.4381	5.0000	2.4447	0.6528	5.0000	10.5000	
387.3827	393.2375	5.0000	2.0017	0.8548	5.0000	10.5000	
405.7392	411.3015	3.0000	1.4245	0.5624	5.0000	10.5000	
423.2260	428.8052	5.0000	3.1607	0.5792	5.0000	10.5000	
442.4659	447.9969	6.0000	2.8646	0.5310	5.0000	10.5000	
461.3615	467.2274	5.0000	2.6144	0.8659	5.0000	10.5000	
480.3419	485.9963	6.0000	2.4811	0.6544	5.0000	10.5000	
498.9775	504.4775	4.0000	2.5052	0.5001	5.0000	10.5000	
517.4828	523.2677	2.0000	1.6311	0.7850	5.0000	10.5000	
535.3988	541.0709	3.0000	1.0622	0.6720	5.0000	10.5000	
552.6331	558.2688	3.0000	3.1607	0.6358	5.0000	10.5000	
571.9295	577.6016	6.0000	1.1104	0.6720	5.0000	10.5000	
589.2119	594.9841	4.0000	1.6913	0.7722	5.0000	10.5000	
607.1754	612.9604	5.0000	3.4495	0.7850	5.0000	10.5000	
626.9099	632.8930	2.0000	2.4811	0.9831	5.0000	10.5000	
645.8741	651.9430	2.0000	2.1198	1.0689	5.0000	10.5000	

