Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.6030	2.0000	1.4857	0.6030	5.0000	10.5000	
17.5887	23.1765	2.0000	4.5973	0.5877	5.0000	10.5000	
38.2738	44.2696	6.0000	3.0853	0.9959	5.0000	10.5000	
57.8549	63.4399	6.0000	1.8087	0.5850	5.0000	10.5000	
75.7486	81.5916	6.0000	1.3817	0.8430	5.0000	10.5000	
93.4733	99.8776	3.0000	1.8087	1.4043	5.0000	10.5000	
112.1863	118.5483	4.0000	1.9193	1.3620	5.0000	10.5000	
130.9676	136.5997	1.0000	2.8343	0.6321	5.0000	10.5000	
149.9340	155.5158	3.0000	1.3817	0.5818	5.0000	10.5000	
167.3975	172.9825	1.0000	1.9193	0.5850	5.0000	10.5000	
185.4018	191.7638	1.0000	1.0749	1.3620	5.0000	10.5000	
203.3387	208.9391	1.0000	2.3036	0.6004	5.0000	10.5000	
221.7427	227.5857	1.0000	3.4759	0.8430	5.0000	10.5000	
241.5616	248.2216	3.0000	1.5083	1.6600	5.0000	10.5000	
260.2299	265.8149	4.0000	1.0115	0.5850	5.0000	10.5000	
277.3264	282.9114	3.0000	1.7027	0.5850	5.0000	10.5000	
295.1142	300.9723	2.0000	1.2692	0.8581	5.0000	10.5000	
312.7415	318.3419	4.0000	1.7027	0.6004	5.0000	10.5000	
330.5446	336.1323	4.0000	2.1546	0.5877	5.0000	10.5000	
348.7869	355.1606	4.0000	2.8051	1.3737	5.0000	10.5000	
368.4658	374.2787	4.0000	3.0786	0.8130	5.0000	10.5000	
387.8573	394.2310	2.0000	2.8051	1.3737	5.0000	10.5000	
407.5362	413.6429	2.0000	1.4430	1.1067	5.0000	10.5000	
425.5858	431.3387	6.0000	2.1546	0.7529	5.0000	10.5000	
443.9933	449.5751	6.0000	2.3036	0.5818	5.0000	10.5000	
462.3787	468.4107	5.0000	1.4430	1.0320	5.0000	10.5000	
480.3536	485.9414	5.0000	3.3207	0.5877	5.0000	10.5000	
499.7620	505.4794	5.0000	1.6437	0.7174	5.0000	10.5000	
517.6231	524.0274	6.0000	1.4329	1.4043	5.0000	10.5000	
535.9602	541.4661	5.0000	2.2123	0.5059	5.0000	10.5000	
554.1784	559.7788	5.0000	3.0853	0.6004	5.0000	10.5000	
573.3641	579.2071	3.0000	2.7456	0.8430	5.0000	10.5000	
592.4527	598.0848	5.0000	1.2692	0.6321	5.0000	10.5000	
609.8540	615.4054	2.0000	1.1361	0.5514	5.0000	10.5000	
627.0415	632.6292	1.0000	1.5083	0.5877	5.0000	10.5000	
644.6375	650.2806	3.0000	1.4857	0.6431	5.0000	10.5000	

