Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.7937	6.0000	5.9752	0.7937	5.0000	10.5000	
22.2689	28.1045	4.0000	1.4750	0.8356	5.0000	10.5000	
40.0794	45.5983	6.0000	1.0264	0.5189	5.0000	10.5000	
57.1247	62.8869	6.0000	6.0000	0.7622	5.0000	10.5000	
79.3869	85.2276	2.0000	1.2992	0.8407	5.0000	10.5000	
97.0268	102.9725	2.0000	3.5042	0.9458	5.0000	10.5000	
116.9768	122.7308	5.0000	1.1884	0.7540	5.0000	10.5000	
134.4191	139.9603	3.0000	5.9752	0.5412	5.0000	10.5000	
156.4355	162.0019	2.0000	2.3820	0.5664	5.0000	10.5000	
174.8839	180.9936	2.0000	1.6344	1.1097	5.0000	10.5000	
193.1280	199.0109	3.0000	1.4175	0.8829	5.0000	10.5000	
210.9284	216.9225	5.0000	2.0888	0.9941	5.0000	10.5000	
229.5112	235.0690	6.0000	2.3661	0.5577	5.0000	10.5000	
247.9351	253.8070	4.0000	4.1243	0.8719	5.0000	10.5000	
268.4312	274.2246	2.0000	2.3661	0.7934	5.0000	10.5000	
287.0907	293.1202	5.0000	1.8101	1.0295	5.0000	10.5000	
305.4303	311.2794	4.0000	3.3622	0.8491	5.0000	10.5000	
325.1416	331.2512	4.0000	2.0888	1.1097	5.0000	10.5000	
343.8400	349.7047	4.0000	1.6344	0.8647	5.0000	10.5000	
361.8391	367.7829	1.0000	3.5042	0.9438	5.0000	10.5000	
381.7871	387.6519	5.0000	1.9510	0.8647	5.0000	10.5000	
400.1028	406.1067	3.0000	2.6206	1.0039	5.0000	10.5000	
419.2274	425.0680	1.0000	5.9752	0.8407	5.0000	10.5000	
441.5432	447.5373	4.0000	5.9752	0.9941	5.0000	10.5000	
464.0124	469.8841	3.0000	4.1243	0.8717	5.0000	10.5000	
484.5084	490.4197	1.0000	6.0000	0.9113	5.0000	10.5000	
506.9197	512.9236	6.0000	1.7288	1.0039	5.0000	10.5000	
525.1524	531.0243	6.0000	2.4930	0.8719	5.0000	10.5000	
544.0172	549.9285	2.0000	4.2544	0.9113	5.0000	10.5000	
564.6830	570.2494	5.0000	1.4175	0.5664	5.0000	10.5000	
582.1669	587.8604	5.0000	6.0000	0.6935	5.0000	10.5000	
604.3604	609.9268	1.0000	1.8101	0.5664	5.0000	10.5000	
622.2369	627.9613	3.0000	1.0633	0.7245	5.0000	10.5000	
639.5246	645.3180	3.0000	3.5042	0.7934	5.0000	10.5000	
659.3223	665.1178	1.0000	2.8893	0.7955	5.0000	10.5000	
678.5071	684.8178	1.0000	2.3661	1.3108	5.0000	10.5000	

