Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ISI4	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
1.5497	1.0000	6.9723	13.4723	13.0000	1.5497	0.0000	1.9723	0.0000	1.0000	4.0000	6.5000	4.0000	
7.4569	3.5497	10.4607	16.9607	8.0000	4.9072	0.0000	2.9110	0.0000	1.0000	4.0000	6.5000	4.0000	
10.9984	9.4569	18.3188	24.8188	15.0000	2.5414	0.0000	4.8619	0.0000	1.0000	4.0000	6.5000	4.0000	
13.9549	12.9984	18.1351	24.6351	6.0000	1.9565	0.0000	1.1367	0.0000	1.0000	4.0000	6.5000	4.0000	
17.7401	15.9549	24.3346	30.8346	14.0000	2.7852	0.0000	4.3797	0.0000	1.0000	4.0000	6.5000	4.0000	
25.0178	19.7401	25.3809	31.8809	3.0000	6.2777	0.0000	1.6408	0.0000	1.0000	4.0000	6.5000	4.0000	
30.0451	27.0178	34.0843	40.5843	18.0000	4.0274	0.0000	3.0666	0.0000	1.0000	4.0000	6.5000	4.0000	
32.2228	32.0451	37.0874	43.5874	10.0000	1.1777	0.0000	1.0423	0.0000	1.0000	4.0000	6.5000	4.0000	
34.4336	34.2228	40.5864	47.0864	15.0000	1.2108	0.0000	2.3636	0.0000	1.0000	4.0000	6.5000	4.0000	
38.2603	36.4336	42.3527	48.8527	6.0000	2.8268	0.0000	1.9191	0.0000	1.0000	4.0000	6.5000	4.0000	
40.9180	40.2603	45.9755	52.4755	14.0000	1.6577	0.0000	1.7152	0.0000	1.0000	4.0000	6.5000	4.0000	
43.1706	42.9180	49.8644	56.3644	14.0000	1.2526	0.0000	2.9464	0.0000	1.0000	4.0000	6.5000	4.0000	
50.5005	45.1706	52.4777	58.9777	11.0000	6.3299	0.0000	3.3070	0.0000	1.0000	4.0000	6.5000	4.0000	
52.5349	52.5005	57.5010	64.0010	12.0000	1.0344	0.0000	1.0005	0.0000	1.0000	4.0000	6.5000	4.0000	
54.8938	54.5349	59.8423	66.3423	1.0000	1.3588	0.0000	1.3074	0.0000	1.0000	4.0000	6.5000	4.0000	
57.7347	56.8938	65.1126	71.6126	7.0000	1.8410	0.0000	4.2189	0.0000	1.0000	4.0000	6.5000	4.0000	
59.9092	59.7347	64.7951	71.2951	6.0000	1.1745	0.0000	1.0604	0.0000	1.0000	4.0000	6.5000	4.0000	
65.7693	61.9092	67.7079	74.2079	3.0000	4.8600	0.0000	1.7987	0.0000	1.0000	4.0000	6.5000	4.0000	
67.8082	67.7693	72.9276	79.4276	8.0000	1.0389	0.0000	1.1584	0.0000	1.0000	4.0000	6.5000	4.0000	
70.2141	69.8082	75.6315	82.1315	15.0000	1.4059	0.0000	1.8233	0.0000	1.0000	4.0000	6.5000	4.0000	
72.4249	72.2141	77.5617	84.0617	14.0000	1.2108	0.0000	1.3475	0.0000	1.0000	4.0000	6.5000	4.0000	
75.0783	74.4249	82.0140	88.5140	17.0000	1.6534	0.0000	3.5891	0.0000	1.0000	4.0000	6.5000	4.0000	
77.7239	77.0783	83.9410	90.4410	5.0000	1.6456	0.0000	2.8627	0.0000	1.0000	4.0000	6.5000	4.0000	
81.5073	79.7239	85.5983	92.0983	11.0000	2.7834	0.0000	1.8744	0.0000	1.0000	4.0000	6.5000	4.0000	
84.5889	83.5073	88.8884	95.3884	11.0000	2.0816	0.0000	1.3811	0.0000	1.0000	4.0000	6.5000	4.0000	
86.9184	86.5889	92.3888	98.8888	11.0000	1.3295	0.0000	1.7998	0.0000	1.0000	4.0000	6.5000	4.0000	
89.2387	88.9184	95.8426	102.3426	1.0000	1.3202	0.0000	2.9242	0.0000	1.0000	4.0000	6.5000	4.0000	
91.6652	91.2387	98.0930	104.5930	9.0000	1.4265	0.0000	2.8544	0.0000	1.0000	4.0000	6.5000	4.0000	
94.9828	93.6652	100.5195	107.0195	8.0000	2.3176	0.0000	2.8544	0.0000	1.0000	4.0000	6.5000	4.0000	
102.3269	96.9828	102.3656	108.8656	6.0000	6.3441	0.0000	1.3828	0.0000	1.0000	4.0000	6.5000	4.0000	
104.5008	104.3269	112.4999	118.9999	12.0000	1.1739	0.0000	4.1730	0.0000	1.0000	4.0000	6.5000	4.0000	
107.2701	106.5008	112.7187	119.2187	9.0000	1.7692	0.0000	2.2178	0.0000	1.0000	4.0000	6.5000	4.0000	
111.7818	109.2701	114.7827	121.2827	17.0000	3.5117	0.0000	1.5127	0.0000	1.0000	4.0000	6.5000	4.0000	
114.4981	113.7818	119.7643	126.2643	13.0000	1.7163	0.0000	1.9825	0.0000	1.0000	4.0000	6.5000	4.0000	
118.7581	116.4981	123.6902	130.1902	1.0000	3.2600	0.0000	3.1921	0.0000	1.0000	4.0000	6.5000	4.0000	
121.7424	120.7581	127.4680	133.9680	13.0000	1.9843	0.0000	2.7099	0.0000	1.0000	4.0000	6.5000	4.0000	
123.9945	123.7424	131.6322	138.1322	3.0000	1.2521	0.0000	3.8899	0.0000	1.0000	4.0000	6.5000	4.0000	
