Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ISI4	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
1.7124	1.0000	5.7537	12.2537	33.0000	1.7124	0.0000	0.7537	0.0000	1.0000	4.0000	6.5000	4.0000	
3.9811	3.7124	8.2770	14.7770	53.0000	1.2687	0.0000	0.5645	0.0000	1.0000	4.0000	6.5000	4.0000	
6.0923	5.9811	12.3496	18.8496	45.0000	1.1112	0.0000	2.3684	0.0000	1.0000	4.0000	6.5000	4.0000	
8.7744	8.0923	12.6577	19.1577	2.0000	1.6821	0.0000	0.5654	0.0000	1.0000	4.0000	6.5000	4.0000	
11.2176	10.7744	15.8579	22.3579	37.0000	1.4432	0.0000	1.0835	0.0000	1.0000	4.0000	6.5000	4.0000	
13.5136	13.2176	18.1382	24.6382	44.0000	1.2960	0.0000	0.9206	0.0000	1.0000	4.0000	6.5000	4.0000	
16.0905	15.5136	20.6192	27.1192	37.0000	1.5769	0.0000	1.1056	0.0000	1.0000	4.0000	6.5000	4.0000	
18.2120	18.0905	22.6538	29.1538	4.0000	1.1215	0.0000	0.5633	0.0000	1.0000	4.0000	6.5000	4.0000	
20.4065	20.2120	24.8648	31.3648	19.0000	1.1945	0.0000	0.6528	0.0000	1.0000	4.0000	6.5000	4.0000	
24.4336	22.4065	27.3736	33.8736	35.0000	3.0271	0.0000	0.9671	0.0000	1.0000	4.0000	6.5000	4.0000	
27.2036	26.4336	31.5269	38.0269	1.0000	1.7700	0.0000	1.0932	0.0000	1.0000	4.0000	6.5000	4.0000	
29.8198	29.2036	33.9683	40.4683	36.0000	1.6161	0.0000	0.7646	0.0000	1.0000	4.0000	6.5000	4.0000	
33.0685	31.8198	36.7823	43.2823	27.0000	2.2487	0.0000	0.9625	0.0000	1.0000	4.0000	6.5000	4.0000	
37.4072	35.0685	41.5228	48.0228	16.0000	3.3388	0.0000	2.4544	0.0000	1.0000	4.0000	6.5000	4.0000	
40.3060	39.4072	44.2700	50.7700	3.0000	1.8988	0.0000	0.8627	0.0000	1.0000	4.0000	6.5000	4.0000	
42.5793	42.3060	47.4941	53.9941	11.0000	1.2732	0.0000	1.1880	0.0000	1.0000	4.0000	6.5000	4.0000	
46.9018	44.5793	49.7938	56.2938	50.0000	3.3225	0.0000	1.2145	0.0000	1.0000	4.0000	6.5000	4.0000	
49.3165	48.9018	53.6922	60.1922	36.0000	1.4148	0.0000	0.7905	0.0000	1.0000	4.0000	6.5000	4.0000	
51.4483	51.3165	57.4359	63.9359	29.0000	1.1318	0.0000	2.1194	0.0000	1.0000	4.0000	6.5000	4.0000	
54.0552	53.4483	58.0193	64.5193	33.0000	1.6069	0.0000	0.5710	0.0000	1.0000	4.0000	6.5000	4.0000	
56.9653	56.0552	60.6261	67.1261	46.0000	1.9101	0.0000	0.5709	0.0000	1.0000	4.0000	6.5000	4.0000	
62.9653	58.9653	64.0941	70.5941	39.0000	5.0000	0.0000	1.1288	0.0000	1.0000	4.0000	6.5000	4.0000	
66.1392	64.9653	69.6602	76.1602	6.0000	2.1739	0.0000	0.6949	0.0000	1.0000	4.0000	6.5000	4.0000	
68.5703	68.1392	73.2682	79.7682	31.0000	1.4311	0.0000	1.1290	0.0000	1.0000	4.0000	6.5000	4.0000	
70.8940	70.5703	75.7504	82.2504	24.0000	1.3237	0.0000	1.1801	0.0000	1.0000	4.0000	6.5000	4.0000	
74.7630	72.8940	78.0760	84.5760	27.0000	2.8689	0.0000	1.1819	0.0000	1.0000	4.0000	6.5000	4.0000	
77.0317	76.7630	82.4666	88.9666	49.0000	1.2687	0.0000	1.7036	0.0000	1.0000	4.0000	6.5000	4.0000	
79.0924	79.0317	84.9256	91.4256	54.0000	1.0607	0.0000	1.8939	0.0000	1.0000	4.0000	6.5000	4.0000	
84.6596	81.0924	85.8221	92.3221	15.0000	4.5672	0.0000	0.7296	0.0000	1.0000	4.0000	6.5000	4.0000	
87.6371	86.6596	91.1755	97.6755	47.0000	1.9774	0.0000	0.5158	0.0000	1.0000	4.0000	6.5000	4.0000	
89.9068	89.6371	95.2633	101.7633	36.0000	1.2697	0.0000	1.6262	0.0000	1.0000	4.0000	6.5000	4.0000	
92.3469	91.9068	97.0290	103.5290	53.0000	1.4401	0.0000	1.1222	0.0000	1.0000	4.0000	6.5000	4.0000	
95.7301	94.3469	99.8284	106.3284	51.0000	2.3833	0.0000	1.4815	0.0000	1.0000	4.0000	6.5000	4.0000	
98.3022	97.7301	102.9497	109.4497	41.0000	1.5720	0.0000	1.2195	0.0000	1.0000	4.0000	6.5000	4.0000	
100.6423	100.3022	105.3448	111.8448	13.0000	1.3401	0.0000	1.0426	0.0000	1.0000	4.0000	6.5000	4.0000	
103.7255	102.6423	107.3398	113.8398	34.0000	2.0832	0.0000	0.6975	0.0000	1.0000	4.0000	6.5000	4.0000	
106.1024	105.7255	110.3450	116.8450	45.0000	1.3769	0.0000	0.6195	0.0000	1.0000	4.0000	6.5000	4.0000	
111.6696	108.1024	113.2472	119.7472	24.0000	4.5672	0.0000	1.1448	0.0000	1.0000	4.0000	6.5000	4.0000	
113.8748	113.6696	118.8288	125.3288	10.0000	1.2052	0.0000	1.1592	0.0000	1.0000	4.0000	6.5000	4.0000	
119.8748	115.8748	120.5521	127.0521	1.0000	5.0000	0.0000	0.6773	0.0000	1.0000	4.0000	6.5000	4.0000	
124.2383	121.8748	128.0055	134.5055	23.0000	3.3635	0.0000	2.1307	0.0000	1.0000	4.0000	6.5000	4.0000	
126.8544	126.2383	130.9208	137.4208	43.0000	1.6161	0.0000	0.6825	0.0000	1.0000	4.0000	6.5000	4.0000	
130.9958	128.8544	133.6224	140.1224	14.0000	3.1413	0.0000	0.7680	0.0000	1.0000	4.0000	6.5000	4.0000	
133.9675	132.9958	137.8663	144.3663	44.0000	1.9717	0.0000	0.8705	0.0000	1.0000	4.0000	6.5000	4.0000	
138.3712	135.9675	140.6660	147.1660	10.0000	3.4037	0.0000	0.6986	0.0000	1.0000	4.0000	6.5000	4.0000	
140.5385	140.3712	145.3132	151.8132	18.0000	1.1673	0.0000	0.9420	0.0000	1.0000	4.0000	6.5000	4.0000	
142.9549	142.5385	147.9124	154.4124	53.0000	1.4164	0.0000	1.3739	0.0000	1.0000	4.0000	6.5000	4.0000	
145.4622	144.9549	149.7432	156.2432	39.0000	1.5073	0.0000	0.7883	0.0000	1.0000	4.0000	6.5000	4.0000	
148.3399	147.4622	152.0026	158.5026	14.0000	1.8778	0.0000	0.5405	0.0000	1.0000	4.0000	6.5000	4.0000	
151.3174	150.3399	154.8579	161.3579	3.0000	1.9774	0.0000	0.5180	0.0000	1.0000	4.0000	6.5000	4.0000	
